TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
1,0,0,0,1,2.0,3,123,8,0,2,6,10.0,24309.0,31071.0,15.0,0,0,6.0,7.0,0.7824,0.4375,3,0,0,0.625,0,0,0.6
0,3,0,1,11,0.0,10,102,6,0,1,2,3.0,57129.0,61219.0,3.0,1,0,2.0,2.0,0.9332,0.75,0,0,2,0.75,0,0,0.6667
0,6,0,0,1,2.0,2,206,10,0,1,1,11.0,37518.0,62802.0,24.0,0,0,5.0,5.0,0.5973999999999999,0.4167,3,0,1,0.4583,2,0,0.0909
0,0,0,0,1,2.0,0,8,8,0,1,1,1.0,10375.0,12879.0,1.0,0,0,1.0,1.0,0.8056,1.0,0,0,0,1.0,0,0,1.0
0,0,0,0,1,1.0,1,62,15,0,0,1,6.0,13281.0,13986.0,7.0,0,0,5.0,5.0,0.9496,0.75,0,0,0,0.75,0,0,0.1667
1,2,2,0,8,0.0,4,132,9,0,1,2,11.0,38158.0,78090.0,18.0,3,3,6.0,6.0,0.4886,0.3846,3,4,7,0.4231,5,5,0.1818
0,0,0,0,0,13.0,0,220,13,0,0,1,5.0,1730.0,4321.0,6.0,0,0,1.0,2.0,0.4004,0.5,0,1,2,0.8332999999999999,1,1,0.2
0,0,0,0,1,3.0,0,155,6,0,2,2,5.0,12398.0,16066.0,15.0,0,0,3.0,4.0,0.7716999999999999,0.5625,2,0,1,0.3125,0,1,0.4
0,1,1,0,3,0.0,3,252,42,0,0,0,6.0,7399.0,8402.0,20.0,1,1,3.0,4.0,0.8805999999999999,0.5455,0,1,8,0.2727,1,1,0.0
0,2,1,1,2,1.0,1,161,12,0,1,1,1.0,3766.0,5000.0,4.0,2,0,1.0,1.0,0.7532,0.3333,0,0,2,0.1667,1,0,1.0
1,0,0,0,5,2.0,2,213,3,1,4,6,20.0,65957.0,77972.0,30.0,0,0,13.0,15.0,0.8459,0.6875,0,0,0,0.625,0,0,0.3
0,1,0,0,0,10.0,0,125,29,0,0,0,10.0,13960.0,20511.0,9.0,2,1,3.0,3.0,0.6806,0.3571,3,1,4,0.7142999999999999,1,3,0.0
0,0,0,0,2,1.0,4,337,7,0,1,2,5.0,18726.0,29885.0,9.0,0,0,2.0,2.0,0.6265999999999999,0.4545,0,0,3,0.4545,0,0,0.4
0,2,2,0,2,1.0,2,140,16,0,0,1,12.0,19640.0,29649.0,19.0,0,0,7.0,7.0,0.6624,0.7,0,0,0,0.6,2,0,0.0833
0,0,0,0,3,0.0,2,82,5,0,2,4,8.0,20393.0,38350.0,9.0,0,0,2.0,3.0,0.5317999999999999,0.7273,0,0,0,0.7273,0,0,0.5
0,0,0,0,0,13.0,1,210,17,0,0,4,15.0,24305.0,57396.0,23.0,0,0,3.0,5.0,0.4235,0.5,3,0,0,0.625,0,0,0.2667
0,0,0,0,0,10.0,0,155,4,0,3,4,9.0,39256.0,56077.0,13.0,0,0,5.0,5.0,0.7,0.9231,0,0,0,0.6922999999999999,0,0,0.4444
0,0,0,0,4,1.0,1,91,2,1,1,1,7.0,17628.0,20631.0,9.0,1,1,3.0,6.0,0.8543999999999999,0.2727,3,1,4,0.6364,1,3,0.1429
0,0,0,0,1,2.0,9,208,7,0,4,8,10.0,22414.0,45331.0,15.0,1,0,1.0,2.0,0.4945,0.5499999999999999,2,0,2,0.5,0,1,0.7999999999999999
0,0,0,0,1,2.0,0,173,1,1,2,2,11.0,9536.0,31942.0,26.0,0,0,2.0,3.0,0.2985,0.5667,0,0,0,0.3667,0,0,0.1818
0,4,4,0,4,1.0,2,388,3,1,4,5,7.0,1752.0,6007.0,19.0,4,3,2.0,2.0,0.2917,0.28,1,4,7,0.28,8,4,0.7142999999999999
1,2,1,0,2,0.0,5,176,14,0,0,2,2.0,509.0,509.0,1.0,3,1,1.0,1.0,1.0,0.0,2,2,4,0.4,2,3,1.0
0,0,0,0,0,9999.0,0,250,8,0,1,1,11.0,22846.0,30357.0,16.0,0,0,5.0,6.0,0.7525999999999999,0.625,0,0,0,0.6875,0,0,0.0909
0,0,0,0,0,9999.0,0,154,3,1,2,2,16.0,73719.0,130714.0,21.0,0,0,2.0,3.0,0.564,0.8635999999999999,0,0,0,0.7273,0,0,0.125
0,0,0,0,0,9.0,0,43,8,0,6,28,30.0,10604.0,83553.0,35.0,0,0,2.0,3.0,0.1269,0.8946999999999999,0,0,0,0.7895,0,0,0.9333
1,0,0,0,7,1.0,14,107,2,1,3,9,15.0,36306.0,52120.0,29.0,5,4,6.0,10.0,0.6966,0.275,3,7,7,0.375,7,7,0.6
0,0,0,0,0,9999.0,0,189,29,0,0,0,3.0,270.0,6350.0,5.0,0,0,0.0,0.0,0.0425,0.6,0,0,0,0.6,0,0,0.0
0,0,0,0,0,20.0,0,88,13,0,0,3,7.0,46683.0,57036.0,18.0,0,0,3.0,5.0,0.8184999999999999,0.381,0,0,0,0.3333,0,0,0.4286
0,2,1,1,0,7.0,0,51,6,0,1,2,2.0,18505.0,21058.0,6.0,0,0,1.0,1.0,0.8787999999999999,0.6667,0,0,0,0.3333,0,0,1.0
0,0,0,0,1,4.0,0,193,4,0,3,5,6.0,10627.0,17920.0,26.0,4,0,2.0,3.0,0.593,0.29029999999999995,3,0,9,0.1935,0,1,0.8332999999999999
0,0,0,0,2,1.0,5,267,7,0,1,2,8.0,10635.0,23059.0,17.0,0,0,3.0,4.0,0.4612,0.6111,1,0,2,0.4444,0,0,0.25
0,7,5,1,3,1.0,4,143,11,0,1,2,4.0,12186.0,19530.0,6.0,2,0,2.0,3.0,0.624,0.375,0,0,3,0.5,4,0,0.5
0,0,0,0,3,4.0,4,335,14,0,0,3,11.0,47407.0,58933.0,26.0,0,0,5.0,7.0,0.8043999999999999,0.6537999999999999,1,0,0,0.4231,0,0,0.2727
0,2,2,0,1,4.0,0,92,4,0,1,1,8.0,3712.0,4793.0,8.0,1,1,2.0,3.0,0.7745,0.4167,3,2,4,0.6667,4,4,0.125
0,0,0,0,1,3.0,2,164,13,0,0,3,5.0,1827.0,8599.0,13.0,1,0,0.0,0.0,0.2125,0.5,0,1,2,0.3571,1,1,0.6
0,0,0,0,1,5.0,0,292,15,0,0,2,12.0,34871.0,52102.0,27.0,0,0,4.0,4.0,0.6692999999999999,0.6551999999999999,0,0,0,0.4138,0,0,0.1667
0,0,0,0,1,1.0,11,192,7,0,3,5,7.0,32554.0,35624.0,18.0,1,0,6.0,7.0,0.9138,0.3,3,1,2,0.35,1,2,0.7142999999999999
0,1,0,1,4,1.0,4,108,3,1,3,7,8.0,14574.0,22028.0,15.0,0,0,4.0,5.0,0.6616,0.6875,0,0,0,0.5,0,0,0.875
0,1,0,0,17,1.0,25,60,5,0,3,7,7.0,16418.0,17914.0,10.0,1,1,3.0,4.0,0.9165,0.7692,0,1,1,0.5385,2,1,1.0
0,2,1,1,8,1.0,2,48,7,0,1,2,4.0,4588.0,8526.0,7.0,0,0,2.0,3.0,0.5380999999999999,0.7142999999999999,0,0,0,0.5713999999999999,0,0,0.5
0,1,0,0,2,3.0,4,246,3,1,1,4,8.0,29237.0,48037.0,19.0,1,0,2.0,6.0,0.6085999999999999,0.5,0,1,2,0.3636,1,1,0.5
0,0,0,0,5,1.0,6,130,13,0,0,6,16.0,66684.0,84830.0,21.0,0,0,9.0,13.0,0.7860999999999999,0.6667,2,0,1,0.6667,0,1,0.375
1,12,11,0,6,1.0,9,112,24,0,0,1,8.0,7467.0,10160.0,13.0,12,7,5.0,6.0,0.7349,0.12,0,9,14,0.31999999999999995,19,9,0.125
0,15,13,0,1,1.0,4,79,11,0,1,2,2.0,13293.0,18008.0,5.0,1,0,0.0,1.0,0.7382,0.3333,0,1,1,0.3333,5,1,1.0
0,0,0,0,1,1.0,2,154,5,0,3,6,8.0,28058.0,39673.0,14.0,0,0,4.0,5.0,0.7071999999999999,0.5625,0,0,0,0.5,0,0,0.75
0,0,0,0,2,3.0,0,71,3,1,1,7,12.0,30328.0,31362.0,17.0,0,0,9.0,11.0,0.9670000000000001,0.5216999999999999,3,0,0,0.5216999999999999,0,0,0.5832999999999999
0,5,5,0,4,1.0,6,156,5,0,2,5,3.0,4688.0,26726.0,18.0,2,1,1.0,1.0,0.17539999999999994,0.2609,2,2,6,0.1304,5,3,1.6666999999999998
0,1,1,0,0,17.0,1,102,2,2,3,4,5.0,2089.0,3260.0,6.0,0,0,1.0,1.0,0.6407999999999999,0.4286,0,0,0,0.7142999999999999,0,0,0.7999999999999999
1,3,2,0,1,0.0,5,101,6,0,3,7,11.0,16618.0,18277.0,27.0,3,1,5.0,5.0,0.9092,0.4545,3,1,5,0.3333,1,5,0.6364
0,0,0,0,1,6.0,0,197,22,0,0,1,5.0,6655.0,10270.0,13.0,0,0,2.0,2.0,0.6479999999999999,0.4286,3,0,3,0.3571,0,2,0.2
0,0,0,0,3,1.0,3,239,17,0,0,2,5.0,7839.0,10988.0,12.0,0,0,2.0,2.0,0.7133999999999999,0.3846,0,0,1,0.3846,0,0,0.4
1,0,0,0,10,1.0,12,202,2,1,4,5,7.0,3713.0,8255.0,13.0,1,1,3.0,3.0,0.4498,0.1875,3,2,5,0.4375,2,3,0.7142999999999999
0,1,0,1,2,1.0,1,181,12,0,1,1,4.0,4869.0,7574.0,11.0,5,0,1.0,1.0,0.6428999999999999,0.2941,0,0,5,0.2353,0,0,0.25
0,0,0,0,6,1.0,1,77,17,0,0,1,3.0,6713.0,6800.0,3.0,0,0,1.0,1.0,0.9872,1.0,0,0,0,1.0,0,0,0.3333
0,0,0,0,2,1.0,5,243,6,0,1,2,15.0,25142.0,46802.0,22.0,0,0,5.0,8.0,0.5371999999999999,0.6957,0,0,0,0.6521999999999999,0,0,0.13329999999999995
0,51,50,0,4,0.0,0,101,23,0,0,1,2.0,1367.0,3810.0,3.0,0,0,0.0,0.0,0.35879999999999995,0.6667,0,0,0,0.6667,47,0,0.5
0,0,0,0,6,0.0,12,100,9,0,1,4,14.0,42654.0,90839.0,20.0,0,0,3.0,5.0,0.4696,0.7618999999999999,0,0,0,0.6667,0,0,0.28569999999999995
0,0,0,0,2,1.0,2,100,6,0,12,16,13.0,25355.0,36120.0,23.0,0,0,5.0,7.0,0.7020000000000001,0.7999999999999999,0,0,0,0.5199999999999999,0,0,1.2308
0,0,0,0,2,1.0,1,144,1,1,3,5,7.0,9539.0,18215.0,6.0,0,0,2.0,3.0,0.5236999999999999,0.625,0,0,2,0.875,0,0,0.7142999999999999
0,0,0,0,8,1.0,7,218,5,0,7,12,21.0,26291.0,42156.0,30.0,0,0,7.0,9.0,0.6236999999999999,0.7353,0,0,1,0.6175999999999999,0,0,0.5713999999999999
0,1,0,0,0,10.0,2,202,9,0,2,3,3.0,9177.0,13196.0,9.0,4,0,0.0,1.0,0.6953999999999999,0.4,0,0,7,0.2,0,0,1.0
0,0,0,0,1,2.0,0,127,16,0,0,1,7.0,6626.0,8031.0,8.0,1,0,2.0,3.0,0.8251,0.5,1,0,1,0.7,0,0,0.1429
0,1,0,0,1,3.0,4,174,14,0,0,4,7.0,27964.0,49882.0,12.0,0,0,3.0,3.0,0.5606,0.3333,1,1,2,0.5832999999999999,1,1,0.5713999999999999
1,6,5,0,11,0.0,26,174,2,1,4,8,7.0,12083.0,13360.0,23.0,4,1,5.0,5.0,0.9044,0.2121,1,2,4,0.2121,5,2,1.1428999999999998
0,1,0,0,5,0.0,10,147,7,0,3,3,10.0,30300.0,58052.0,18.0,4,4,2.0,2.0,0.5218999999999999,0.2273,3,7,8,0.4545,7,7,0.3
1,2,1,1,0,20.0,1,130,93,0,0,0,3.0,9246.0,9246.0,5.0,8,1,2.0,2.0,1.0,0.0769,0,2,9,0.2308,3,2,0.0
1,1,0,1,4,0.0,2,216,8,0,2,9,12.0,32320.0,47288.0,21.0,15,3,6.0,7.0,0.6835,0.3171,0,3,16,0.2927,3,3,0.75
0,2,2,0,1,3.0,1,156,7,0,1,1,6.0,10444.0,30452.0,10.0,5,2,1.0,2.0,0.343,0.1875,3,4,9,0.375,5,7,0.1667
0,0,0,0,8,1.0,5,149,11,0,2,7,18.0,80632.0,121958.0,27.0,0,0,8.0,9.0,0.6610999999999999,0.6875,1,0,0,0.5625,0,0,0.3889
0,0,0,0,0,12.0,1,99,12,0,1,1,5.0,8876.0,13585.0,13.0,1,1,0.0,2.0,0.6534,0.375,2,1,8,0.3125,1,2,0.2
0,2,1,1,0,9.0,0,256,8,0,1,1,1.0,0.0,0.0,11.0,4,0,0.0,0.0,0.0,0.2667,0,0,4,0.0667,0,0,1.0
0,4,3,0,4,1.0,4,89,5,0,1,1,2.0,0.0,0.0,1.0,3,1,0.0,0.0,0.0,0.25,0,1,3,0.5,2,1,0.5
0,1,0,1,6,2.0,15,89,2,1,4,7,5.0,24872.0,31194.0,7.0,1,1,4.0,4.0,0.7972999999999999,0.5455,0,1,1,0.4545,1,1,1.4
0,1,1,0,0,7.0,1,96,3,1,5,7,19.0,29551.0,44005.0,31.0,0,0,13.0,16.0,0.6715,0.5882,0,0,0,0.5588,0,0,0.3684
0,0,0,0,0,11.0,1,95,6,0,2,3,13.0,51962.0,77503.0,14.0,0,0,5.0,7.0,0.6705,0.8125,0,0,0,0.8125,0,0,0.2308
0,0,0,0,0,12.0,1,194,22,0,0,1,4.0,1214.0,7117.0,6.0,0,0,1.0,1.0,0.17059999999999995,0.8332999999999999,0,0,0,0.6667,0,0,0.25
0,2,1,1,1,1.0,2,81,48,0,0,0,1.0,1721.0,7650.0,4.0,11,2,0.0,0.0,0.225,0.0667,0,2,11,0.0667,3,2,0.0
0,3,2,0,2,0.0,1,222,3,1,1,2,5.0,28738.0,43378.0,3.0,1,1,2.0,2.0,0.6625,0.4,0,1,2,1.0,2,1,0.4
0,0,0,0,4,1.0,8,238,10,0,1,6,8.0,26755.0,36695.0,18.0,0,0,2.0,3.0,0.7291,0.4762,3,0,2,0.381,0,1,0.75
0,0,0,0,4,0.0,1,162,4,0,1,3,14.0,51807.0,84921.0,21.0,0,0,5.0,9.0,0.6101,0.6521999999999999,0,0,0,0.6086999999999999,0,0,0.2143
0,0,0,0,2,1.0,3,37,4,0,3,12,14.0,17226.0,20971.0,17.0,0,0,6.0,9.0,0.8213999999999999,0.9412,0,0,0,0.8234999999999999,0,0,0.8571
0,2,1,0,4,1.0,4,96,2,2,3,3,4.0,3798.0,3798.0,5.0,1,1,2.0,2.0,1.0,0.125,0,1,3,0.5,2,1,0.75
1,1,0,1,5,0.0,4,125,2,1,2,6,6.0,18299.0,25671.0,10.0,0,0,4.0,5.0,0.7128,0.4545,3,0,0,0.5455,0,0,1.0
0,0,0,0,0,13.0,1,140,15,0,0,4,4.0,15341.0,20209.0,7.0,0,0,1.0,2.0,0.7591,0.75,0,0,2,0.5,0,0,1.0
0,0,0,0,6,1.0,12,67,7,0,2,6,4.0,29133.0,36001.0,9.0,0,0,2.0,3.0,0.8091999999999999,0.7777999999999999,0,0,2,0.4444,0,0,1.5
0,0,0,0,0,9.0,0,55,16,0,0,2,5.0,2785.0,3509.0,6.0,0,0,2.0,2.0,0.7937,0.5713999999999999,1,0,0,0.7142999999999999,0,0,0.4
0,0,0,0,2,1.0,3,121,4,0,3,5,12.0,9129.0,54465.0,15.0,0,0,1.0,2.0,0.1676,0.6315999999999999,0,0,0,0.6315999999999999,0,0,0.4167
1,5,1,1,1,1.0,3,325,9,0,1,2,10.0,9970.0,10991.0,14.0,17,2,6.0,6.0,0.9071,0.3226,0,3,17,0.3226,3,3,0.2
0,0,0,0,2,1.0,1,332,3,1,2,4,20.0,24174.0,29546.0,24.0,0,0,11.0,13.0,0.8181999999999999,0.7999999999999999,0,0,0,0.7999999999999999,0,0,0.2
0,2,2,0,0,20.0,0,160,6,0,2,4,6.0,12956.0,15593.0,9.0,0,0,4.0,4.0,0.8309,0.5556,0,0,1,0.6667,1,0,0.6667
0,1,1,0,8,1.0,13,269,7,0,1,2,8.0,8216.0,11528.0,20.0,5,3,4.0,5.0,0.7126999999999999,0.2593,2,4,11,0.29629999999999995,5,5,0.25
0,8,5,0,1,6.0,3,52,21,0,0,1,1.0,13020.0,18600.0,3.0,0,0,0.0,1.0,0.7,0.6667,2,0,1,0.3333,1,1,1.0
1,0,0,0,1,2.0,1,99,23,0,0,1,5.0,5659.0,11930.0,7.0,1,1,1.0,1.0,0.4744,0.3,0,2,2,0.5,2,2,0.2
0,0,0,0,0,9999.0,0,143,30,0,0,0,4.0,3632.0,19912.0,8.0,0,0,1.0,1.0,0.1824,0.25,1,0,3,0.5,0,0,0.0
0,2,2,0,2,1.0,6,105,13,0,0,3,6.0,7651.0,13722.0,12.0,1,1,1.0,2.0,0.5576,0.4615,0,1,1,0.4615,2,1,0.5
0,1,0,0,3,0.0,1,435,16,0,0,2,9.0,19643.0,51957.0,23.0,0,0,2.0,2.0,0.3781,0.4231,0,0,0,0.34619999999999995,1,0,0.2222
0,3,2,1,4,1.0,12,92,9,0,1,4,3.0,23396.0,30828.0,10.0,2,0,1.0,2.0,0.7588999999999999,0.4286,0,0,2,0.2143,2,0,1.3333
0,0,0,0,4,0.0,2,107,1,1,4,10,16.0,18496.0,29318.0,25.0,1,1,7.0,8.0,0.6308999999999999,0.7777999999999999,0,1,5,0.5925999999999999,1,1,0.625
0,0,0,0,0,9.0,1,52,2,2,3,8,11.0,47646.0,99949.0,12.0,0,0,1.0,5.0,0.4767,0.7857,0,0,0,0.7857,0,0,0.7273
0,2,1,0,3,1.0,5,193,10,0,1,1,4.0,13087.0,20297.0,3.0,4,3,1.0,2.0,0.6447999999999999,0.4286,2,3,4,0.5713999999999999,4,4,0.25
0,0,0,0,1,1.0,0,253,2,1,5,9,21.0,32661.0,61676.0,34.0,0,0,6.0,8.0,0.5296,0.6154,0,0,0,0.5385,0,0,0.4286
0,0,0,0,0,10.0,0,91,10,0,2,3,8.0,16468.0,30101.0,21.0,0,0,3.0,4.0,0.5470999999999999,0.5455,1,0,0,0.3636,0,0,0.375
0,0,0,0,0,9999.0,0,272,39,0,0,0,13.0,54032.0,101210.0,18.0,0,0,4.0,5.0,0.5338999999999999,0.7367999999999999,0,0,0,0.6841999999999999,0,0,0.0
1,1,1,0,2,0.0,3,275,13,0,0,2,8.0,5796.0,8541.0,15.0,9,4,3.0,4.0,0.6786,0.36,2,4,14,0.31999999999999995,5,5,0.25
0,1,1,0,4,1.0,3,127,7,0,4,5,9.0,33006.0,44651.0,13.0,0,0,5.0,7.0,0.7392,0.7692,0,0,0,0.6922999999999999,1,0,0.5556
0,0,0,0,2,2.0,3,269,10,0,3,5,11.0,19171.0,27920.0,18.0,0,0,5.0,7.0,0.6866,0.6841999999999999,0,0,1,0.5789,0,0,0.4545
0,3,1,1,1,3.0,4,130,6,0,1,1,3.0,1193.0,7325.0,4.0,13,0,1.0,1.0,0.1629,0.1875,0,0,13,0.1875,0,0,0.3333
0,7,0,0,1,2.0,0,71,41,0,0,0,2.0,2356.0,3049.0,4.0,0,0,1.0,2.0,0.7726999999999999,0.7999999999999999,0,0,1,0.4,2,0,0.0
0,2,2,0,3,1.0,5,284,3,1,3,4,11.0,11976.0,14905.0,16.0,0,0,4.0,5.0,0.8035,0.6111,3,0,0,0.6111,0,0,0.3636
0,0,0,1,0,8.0,6,110,8,0,1,1,7.0,7866.0,9223.0,14.0,3,0,5.0,5.0,0.8529,0.2353,3,0,6,0.4118,0,1,0.1429
0,0,0,0,0,21.0,1,116,2,1,1,2,3.0,2673.0,4592.0,9.0,2,2,1.0,2.0,0.5821,0.3077,0,2,4,0.2308,2,2,0.6667
0,1,0,1,2,4.0,4,102,2,1,5,8,6.0,14749.0,15034.0,15.0,4,0,5.0,5.0,0.981,0.5,0,0,4,0.2727,0,0,1.3333
0,0,0,0,0,10.0,3,148,3,1,2,2,16.0,24041.0,53029.0,28.0,0,0,2.0,4.0,0.4534,0.6206999999999999,0,0,0,0.5517,0,0,0.125
1,0,0,0,2,1.0,2,139,10,0,3,8,16.0,12204.0,14562.0,30.0,0,0,9.0,11.0,0.8381,0.6061,3,0,3,0.4848,0,2,0.5
0,1,1,0,1,1.0,6,19,8,0,1,4,1.0,4309.0,4500.0,4.0,0,0,1.0,1.0,0.9576,1.0,0,0,0,0.25,0,0,4.0
0,2,1,0,3,1.0,6,88,16,0,0,2,3.0,20469.0,25979.0,4.0,3,1,2.0,3.0,0.7878999999999999,0.5713999999999999,0,1,3,0.4286,2,1,0.6667
0,2,2,1,0,15.0,1,224,7,0,1,2,3.0,146.0,150.0,10.0,3,1,1.0,1.0,0.9733,0.3077,0,1,3,0.2308,3,1,0.6667
0,0,0,0,2,4.0,6,189,4,0,4,10,23.0,80532.0,104020.0,39.0,1,1,8.0,10.0,0.7742,0.4898,3,1,3,0.4694,1,1,0.4348
0,0,0,0,1,4.0,3,203,4,0,2,8,10.0,34847.0,45570.0,22.0,0,0,3.0,4.0,0.7646999999999999,0.6,0,0,0,0.4,0,0,0.7999999999999999
0,0,0,0,3,0.0,2,297,2,1,4,12,23.0,88223.0,119843.0,25.0,0,0,13.0,15.0,0.7362,0.5152,3,0,2,0.6970000000000001,0,0,0.5216999999999999
0,0,0,0,1,0.0,0,187,19,0,0,1,8.0,20650.0,26632.0,13.0,0,0,5.0,5.0,0.7754,0.6667,0,0,5,0.5333,0,0,0.125
0,0,0,0,1,3.0,2,89,11,0,1,4,15.0,23944.0,59982.0,17.0,0,0,4.0,5.0,0.3992,0.9412,0,0,0,0.8824,0,0,0.2667
0,0,0,0,1,1.0,2,117,10,0,1,2,4.0,15214.0,19077.0,13.0,0,0,1.0,2.0,0.7975,0.5385,0,0,0,0.3077,0,0,0.5
1,0,0,1,0,7.0,5,29,6,0,5,9,11.0,40892.0,45188.0,14.0,1,0,9.0,9.0,0.9049,0.7999999999999999,1,0,1,0.7333,0,0,0.8181999999999999
0,1,1,0,6,1.0,8,25,11,0,1,8,8.0,5789.0,7164.0,10.0,0,0,5.0,5.0,0.8080999999999999,0.8181999999999999,0,1,1,0.7273,2,1,1.0
0,1,0,0,4,0.0,7,158,2,2,6,10,11.0,20544.0,28567.0,23.0,1,1,5.0,7.0,0.7192,0.5,0,1,6,0.3929,1,1,0.9091
1,0,0,0,9,1.0,4,108,3,1,1,1,3.0,7938.0,9706.0,4.0,2,2,1.0,1.0,0.8178,0.1429,0,2,2,0.4286,2,2,0.3333
1,7,6,0,2,0.0,9,121,8,0,5,9,5.0,36973.0,40206.0,9.0,2,2,5.0,5.0,0.9196,0.5,2,2,3,0.4167,5,3,1.7999999999999998
0,1,0,0,2,0.0,5,145,4,0,2,3,8.0,3610.0,12300.0,10.0,0,0,1.0,2.0,0.2935,0.6667,0,0,1,0.6667,0,0,0.375
0,1,1,1,4,1.0,0,128,2,1,6,8,10.0,16083.0,34341.0,9.0,2,0,5.0,6.0,0.4683,0.75,0,0,2,0.8332999999999999,0,0,0.7999999999999999
0,0,0,0,0,9999.0,0,251,13,0,0,3,18.0,50280.0,101994.0,24.0,0,0,3.0,6.0,0.493,0.84,0,0,0,0.72,0,0,0.1667
0,0,0,0,1,0.0,4,233,10,0,2,6,20.0,44251.0,64901.0,29.0,0,0,8.0,10.0,0.6818,0.7,0,0,0,0.6667,0,0,0.3
0,0,0,0,6,1.0,10,185,3,2,3,5,12.0,26746.0,43440.0,19.0,1,0,4.0,8.0,0.6156999999999999,0.5417,1,0,1,0.5,0,0,0.4167
1,0,0,0,1,5.0,1,189,13,0,0,2,10.0,1306.0,10491.0,20.0,1,0,2.0,2.0,0.1245,0.5713999999999999,2,0,1,0.4762,0,1,0.2
0,0,0,0,1,3.0,4,136,3,1,2,4,4.0,15816.0,22340.0,10.0,0,0,2.0,3.0,0.708,0.7273,0,0,0,0.3636,0,0,1.0
0,1,1,0,16,0.0,34,32,2,1,7,7,7.0,19833.0,22594.0,8.0,0,0,3.0,3.0,0.8777999999999999,0.7777999999999999,0,0,0,0.7777999999999999,1,0,1.0
0,1,0,1,2,1.0,0,219,7,0,1,1,3.0,1580.0,2318.0,6.0,3,0,1.0,2.0,0.6816,0.5556,0,0,4,0.3333,0,0,0.3333
0,3,0,0,0,13.0,3,199,9,0,1,3,5.0,17989.0,25228.0,9.0,1,1,1.0,3.0,0.7131,0.5,1,1,2,0.5,1,1,0.6
0,0,0,0,4,2.0,9,177,3,1,6,6,22.0,20463.0,111167.0,36.0,0,0,2.0,2.0,0.1841,0.6829,2,0,1,0.5366,0,1,0.2727
0,1,0,0,1,1.0,1,300,20,0,0,1,4.0,6070.0,10855.0,6.0,0,0,0.0,2.0,0.5591999999999999,0.5,0,0,0,0.5,0,0,0.25
1,8,3,0,3,2.0,1,240,4,0,2,2,6.0,7625.0,11553.0,5.0,4,2,0.0,2.0,0.6599999999999999,0.2727,0,5,6,0.5455,12,5,0.3333
0,0,0,0,4,2.0,1,212,2,1,2,2,4.0,4199.0,5532.0,10.0,2,2,1.0,1.0,0.7589999999999999,0.1176,3,3,6,0.2353,3,6,0.5
0,0,0,0,0,7.0,1,218,7,0,1,1,3.0,18038.0,22110.0,5.0,0,0,1.0,2.0,0.8158,0.6,0,0,3,0.6,0,0,0.3333
0,2,1,1,4,0.0,3,165,58,0,0,0,0.0,0.0,0.0,4.0,9,2,0.0,0.0,0.0,0.0769,0,2,11,0.0,2,2,0.0
0,0,0,0,3,1.0,6,47,5,0,4,5,4.0,25298.0,28724.0,10.0,0,0,3.0,3.0,0.8806999999999999,0.8181999999999999,0,0,0,0.3636,0,0,1.25
0,0,0,0,1,0.0,0,225,5,0,3,5,6.0,7284.0,10970.0,20.0,0,0,1.0,1.0,0.6639999999999999,0.5,1,0,0,0.3,0,0,0.8332999999999999
0,0,0,0,2,1.0,1,119,9,0,1,1,2.0,821.0,1919.0,4.0,1,1,1.0,1.0,0.4278,0.0,2,2,3,0.3333,2,3,0.5
0,0,0,0,4,1.0,2,199,7,0,2,3,6.0,12993.0,15085.0,14.0,0,0,2.0,3.0,0.8613,0.5,0,0,2,0.4286,0,0,0.5
0,0,0,0,2,2.0,2,79,1,1,12,14,15.0,2773.0,36714.0,16.0,0,0,1.0,2.0,0.0755,0.7777999999999999,0,0,0,0.8332999999999999,0,0,0.9333
0,4,0,1,3,5.0,4,220,5,0,3,3,15.0,67493.0,85404.0,25.0,16,4,5.0,5.0,0.7902999999999999,0.3095,2,4,18,0.3571,4,5,0.2
0,3,2,0,13,1.0,12,119,2,2,5,7,8.0,51163.0,58740.0,8.0,0,0,5.0,5.0,0.871,0.6,0,0,0,0.7999999999999999,1,0,0.875
1,0,0,0,1,2.0,0,42,5,0,3,3,5.0,7341.0,8866.0,5.0,0,0,3.0,4.0,0.828,1.0,0,0,0,1.0,0,0,0.6
0,0,0,0,3,0.0,4,403,10,0,1,2,2.0,8998.0,9193.0,9.0,0,0,1.0,1.0,0.9788,0.5,0,0,4,0.2,0,0,1.0
0,0,0,0,10,1.0,8,175,2,1,5,11,17.0,50610.0,59302.0,25.0,0,0,10.0,13.0,0.8533999999999999,0.6667,0,0,2,0.6295999999999999,0,0,0.6470999999999999
0,2,2,0,8,1.0,15,271,3,1,2,8,7.0,17345.0,30093.0,10.0,1,0,2.0,2.0,0.5763999999999999,0.6428999999999999,2,0,2,0.5,2,1,1.1428999999999998
