ID,TLTimeFirst,TLCnt03,TLSatCnt,TLDel60Cnt,TL75UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLOpen24Pct
15146,131,0,8.0,0,0.0,0.7203999999999999,0.25,0,0.0
15174,89,0,20.0,3,3.0,0.8883,0.1765,0,1.5
15179,243,0,8.0,1,4.0,0.5934999999999999,0.7,0,0.0
15376,159,0,6.0,4,3.0,0.9352,0.3077,0,0.4
15377,87,0,1.0,6,1.0,1.0,0.1111,0,2.0
15393,155,0,20.0,0,2.0,0.2746,0.5909,0,0.3
15418,210,0,16.0,1,4.0,0.7405999999999999,0.4762,0,0.3333
15421,102,0,5.0,5,1.0,0.5398999999999999,0.1,0,0.0
15439,146,2,24.0,0,6.0,0.8402999999999999,0.5385,3,0.8999999999999999
15458,278,0,27.0,0,3.0,0.5885999999999999,0.5861999999999999,1,0.7
15462,265,1,7.0,6,4.0,0.705,0.4615,0,0.8571
15464,298,0,6.0,3,2.0,0.9352,0.3,2,0.1429
15567,145,0,12.0,0,3.0,0.8959999999999999,0.3333,3,0.25
15590,232,0,2.0,2,1.0,1.3371,0.25,0,0.5
15635,106,0,7.0,0,0.0,0.6475,0.375,0,0.0
15803,92,0,3.0,2,1.0,0.9639,0.2,2,1.0
15864,257,0,4.0,6,0.0,0.016999999999999998,0.1,0,0.5
15900,316,0,15.0,0,1.0,0.5216,0.8666999999999999,0,0.3333
15905,89,1,3.0,4,1.0,0.7293999999999999,0.25,0,0.6667
15922,96,0,6.0,0,2.0,0.2285,0.5,2,0.75
15994,74,1,4.0,3,3.0,0.91,0.4286,0,1.3333
16004,270,0,28.0,0,2.0,0.4284,0.6773999999999999,2,0.2353
16053,198,0,11.0,0,0.0,0.1013,0.3333,0,0.75
16079,183,0,6.0,0,2.0,0.7947,1.0,0,0.25
16100,393,0,9.0,0,2.0,0.4278,0.6667,2,0.6667
16141,209,0,13.0,0,5.0,0.8321,0.7692,0,0.7142999999999999
16145,116,0,7.0,2,0.0,0.4061,0.0909,2,0.0
16219,222,0,17.0,0,1.0,0.5587,0.4444,1,0.4286
16248,523,0,11.0,0,1.0,0.5095,0.8181999999999999,0,0.3333
16255,217,4,37.0,0,1.0,0.13649999999999998,0.6278999999999999,0,0.4783
16271,104,0,6.0,0,2.0,0.3232,1.0,0,0.6667
16361,123,0,15.0,0,6.0,0.7824,0.4375,3,0.6
16415,102,0,3.0,1,2.0,0.9332,0.75,0,0.6667
16431,206,0,24.0,0,5.0,0.5973999999999999,0.4167,3,0.0909
16534,8,0,1.0,0,1.0,0.8056,1.0,0,1.0
16557,62,0,7.0,0,5.0,0.9496,0.75,0,0.1667
16582,132,0,18.0,3,6.0,0.4886,0.3846,3,0.1818
16605,220,0,6.0,0,1.0,0.4004,0.5,0,0.2
16656,155,0,15.0,0,3.0,0.7716999999999999,0.5625,2,0.4
16766,252,0,20.0,1,3.0,0.8805999999999999,0.5455,0,0.0
16804,161,0,4.0,2,1.0,0.7532,0.3333,0,1.0
16809,213,1,30.0,0,13.0,0.8459,0.6875,0,0.3
16836,125,0,9.0,2,3.0,0.6806,0.3571,3,0.0
16955,337,0,9.0,0,2.0,0.6265999999999999,0.4545,0,0.4
17012,140,0,19.0,0,7.0,0.6624,0.7,0,0.0833
17063,82,0,9.0,0,2.0,0.5317999999999999,0.7273,0,0.5
17102,210,0,23.0,0,3.0,0.4235,0.5,3,0.2667
17315,155,0,13.0,0,5.0,0.7,0.9231,0,0.4444
17344,91,1,9.0,1,3.0,0.8543999999999999,0.2727,3,0.1429
17443,208,0,15.0,1,1.0,0.4945,0.5499999999999999,2,0.7999999999999999
17449,173,1,26.0,0,2.0,0.2985,0.5667,0,0.1818
17454,388,1,19.0,4,2.0,0.2917,0.28,1,0.7142999999999999
17485,176,0,1.0,3,1.0,1.0,0.0,2,1.0
17496,250,0,16.0,0,5.0,0.7525999999999999,0.625,0,0.0909
17497,154,1,21.0,0,2.0,0.564,0.8635999999999999,0,0.125
17505,43,0,35.0,0,2.0,0.1269,0.8946999999999999,0,0.9333
17510,107,1,29.0,5,6.0,0.6966,0.275,3,0.6
17542,189,0,5.0,0,0.0,0.0425,0.6,0,0.0
17545,88,0,18.0,0,3.0,0.8184999999999999,0.381,0,0.4286
17703,51,0,6.0,0,1.0,0.8787999999999999,0.6667,0,1.0
17710,193,0,26.0,4,2.0,0.593,0.29029999999999995,3,0.8332999999999999
17852,267,0,17.0,0,3.0,0.4612,0.6111,1,0.25
17854,143,0,6.0,2,2.0,0.624,0.375,0,0.5
17863,335,0,26.0,0,5.0,0.8043999999999999,0.6537999999999999,1,0.2727
17864,92,0,8.0,1,2.0,0.7745,0.4167,3,0.125
17880,164,0,13.0,1,0.0,0.2125,0.5,0,0.6
17917,292,0,27.0,0,4.0,0.6692999999999999,0.6551999999999999,0,0.1667
18061,192,0,18.0,1,6.0,0.9138,0.3,3,0.7142999999999999
18078,108,1,15.0,0,4.0,0.6616,0.6875,0,0.875
18097,60,0,10.0,1,3.0,0.9165,0.7692,0,1.0
18160,48,0,7.0,0,2.0,0.5380999999999999,0.7142999999999999,0,0.5
18209,246,1,19.0,1,2.0,0.6085999999999999,0.5,0,0.5
18272,130,0,21.0,0,9.0,0.7860999999999999,0.6667,2,0.375
18318,112,0,13.0,12,5.0,0.7349,0.12,0,0.125
18334,79,0,5.0,1,0.0,0.7382,0.3333,0,1.0
18444,154,0,14.0,0,4.0,0.7071999999999999,0.5625,0,0.75
18590,71,1,17.0,0,9.0,0.9670000000000001,0.5216999999999999,3,0.5832999999999999
18629,156,0,18.0,2,1.0,0.17539999999999994,0.2609,2,1.6666999999999998
18639,102,2,6.0,0,1.0,0.6407999999999999,0.4286,0,0.7999999999999999
18671,101,0,27.0,3,5.0,0.9092,0.4545,3,0.6364
18672,197,0,13.0,0,2.0,0.6479999999999999,0.4286,3,0.2
18763,239,0,12.0,0,2.0,0.7133999999999999,0.3846,0,0.4
18822,202,1,13.0,1,3.0,0.4498,0.1875,3,0.7142999999999999
18883,181,0,11.0,5,1.0,0.6428999999999999,0.2941,0,0.25
19051,77,0,3.0,0,1.0,0.9872,1.0,0,0.3333
19131,243,0,22.0,0,5.0,0.5371999999999999,0.6957,0,0.13329999999999995
19147,101,0,3.0,0,0.0,0.35879999999999995,0.6667,0,0.5
19166,100,0,20.0,0,3.0,0.4696,0.7618999999999999,0,0.28569999999999995
19217,100,0,23.0,0,5.0,0.7020000000000001,0.7999999999999999,0,1.2308
19218,144,1,6.0,0,2.0,0.5236999999999999,0.625,0,0.7142999999999999
19266,218,0,30.0,0,7.0,0.6236999999999999,0.7353,0,0.5713999999999999
19314,202,0,9.0,4,0.0,0.6953999999999999,0.4,0,1.0
19397,127,0,8.0,1,2.0,0.8251,0.5,1,0.1429
19451,174,0,12.0,0,3.0,0.5606,0.3333,1,0.5713999999999999
19472,174,1,23.0,4,5.0,0.9044,0.2121,1,1.1428999999999998
19489,147,0,18.0,4,2.0,0.5218999999999999,0.2273,3,0.3
19597,130,0,5.0,8,2.0,1.0,0.0769,0,0.0
19662,216,0,21.0,15,6.0,0.6835,0.3171,0,0.75
19704,156,0,10.0,5,1.0,0.343,0.1875,3,0.1667
19713,149,0,27.0,0,8.0,0.6610999999999999,0.6875,1,0.3889
19738,99,0,13.0,1,0.0,0.6534,0.375,2,0.2
19799,256,0,11.0,4,0.0,0.0,0.2667,0,1.0
19879,89,0,1.0,3,0.0,0.0,0.25,0,0.5
19880,89,1,7.0,1,4.0,0.7972999999999999,0.5455,0,1.4
19890,96,1,31.0,0,13.0,0.6715,0.5882,0,0.3684
19939,95,0,14.0,0,5.0,0.6705,0.8125,0,0.2308
19951,194,0,6.0,0,1.0,0.17059999999999995,0.8332999999999999,0,0.25
20001,81,0,4.0,11,0.0,0.225,0.0667,0,0.0
20048,222,1,3.0,1,2.0,0.6625,0.4,0,0.4
20082,238,0,18.0,0,2.0,0.7291,0.4762,3,0.75
20131,162,0,21.0,0,5.0,0.6101,0.6521999999999999,0,0.2143
20190,37,0,17.0,0,6.0,0.8213999999999999,0.9412,0,0.8571
20210,96,2,5.0,1,2.0,1.0,0.125,0,0.75
20212,125,1,10.0,0,4.0,0.7128,0.4545,3,1.0
20276,140,0,7.0,0,1.0,0.7591,0.75,0,1.0
20316,67,0,9.0,0,2.0,0.8091999999999999,0.7777999999999999,0,1.5
20360,55,0,6.0,0,2.0,0.7937,0.5713999999999999,1,0.4
20392,121,0,15.0,0,1.0,0.1676,0.6315999999999999,0,0.4167
20459,325,0,14.0,17,6.0,0.9071,0.3226,0,0.2
20508,332,1,24.0,0,11.0,0.8181999999999999,0.7999999999999999,0,0.2
20509,160,0,9.0,0,4.0,0.8309,0.5556,0,0.6667
20576,269,0,20.0,5,4.0,0.7126999999999999,0.2593,2,0.25
20651,52,0,3.0,0,0.0,0.7,0.6667,2,1.0
20665,99,0,7.0,1,1.0,0.4744,0.3,0,0.2
20707,143,0,8.0,0,1.0,0.1824,0.25,1,0.0
20733,105,0,12.0,1,1.0,0.5576,0.4615,0,0.5
20735,435,0,23.0,0,2.0,0.3781,0.4231,0,0.2222
20778,92,0,10.0,2,1.0,0.7588999999999999,0.4286,0,1.3333
20909,107,1,25.0,1,7.0,0.6308999999999999,0.7777999999999999,0,0.625
20928,52,2,12.0,0,1.0,0.4767,0.7857,0,0.7273
20969,193,0,3.0,4,1.0,0.6447999999999999,0.4286,2,0.25
20979,253,1,34.0,0,6.0,0.5296,0.6154,0,0.4286
20986,91,0,21.0,0,3.0,0.5470999999999999,0.5455,1,0.375
20989,272,0,18.0,0,4.0,0.5338999999999999,0.7367999999999999,0,0.0
21035,275,0,15.0,9,3.0,0.6786,0.36,2,0.25
21038,127,0,13.0,0,5.0,0.7392,0.7692,0,0.5556
21066,269,0,18.0,0,5.0,0.6866,0.6841999999999999,0,0.4545
21236,130,0,4.0,13,1.0,0.1629,0.1875,0,0.3333
21248,71,0,4.0,0,1.0,0.7726999999999999,0.7999999999999999,0,0.0
21443,284,1,16.0,0,4.0,0.8035,0.6111,3,0.3636
21463,110,0,14.0,3,5.0,0.8529,0.2353,3,0.1429
21545,116,1,9.0,2,1.0,0.5821,0.3077,0,0.6667
21557,102,1,15.0,4,5.0,0.981,0.5,0,1.3333
21582,148,1,28.0,0,2.0,0.4534,0.6206999999999999,0,0.125
21586,139,0,30.0,0,9.0,0.8381,0.6061,3,0.5
21647,19,0,4.0,0,1.0,0.9576,1.0,0,4.0
21691,88,0,4.0,3,2.0,0.7878999999999999,0.5713999999999999,0,0.6667
21693,224,0,10.0,3,1.0,0.9733,0.3077,0,0.6667
21733,189,0,39.0,1,8.0,0.7742,0.4898,3,0.4348
21763,203,0,22.0,0,3.0,0.7646999999999999,0.6,0,0.7999999999999999
21776,297,1,25.0,0,13.0,0.7362,0.5152,3,0.5216999999999999
21794,187,0,13.0,0,5.0,0.7754,0.6667,0,0.125
21822,89,0,17.0,0,4.0,0.3992,0.9412,0,0.2667
21844,117,0,13.0,0,1.0,0.7975,0.5385,0,0.5
21847,29,0,14.0,1,9.0,0.9049,0.7999999999999999,1,0.8181999999999999
21916,25,0,10.0,0,5.0,0.8080999999999999,0.8181999999999999,0,1.0
21922,158,2,23.0,1,5.0,0.7192,0.5,0,0.9091
21939,108,1,4.0,2,1.0,0.8178,0.1429,0,0.3333
21947,121,0,9.0,2,5.0,0.9196,0.5,2,1.7999999999999998
22061,145,0,10.0,0,1.0,0.2935,0.6667,0,0.375
22129,128,1,9.0,2,5.0,0.4683,0.75,0,0.7999999999999999
22157,251,0,24.0,0,3.0,0.493,0.84,0,0.1667
22175,233,0,29.0,0,8.0,0.6818,0.7,0,0.3
22205,185,2,19.0,1,4.0,0.6156999999999999,0.5417,1,0.4167
22221,189,0,20.0,1,2.0,0.1245,0.5713999999999999,2,0.2
22235,136,1,10.0,0,2.0,0.708,0.7273,0,1.0
22261,32,1,8.0,0,3.0,0.8777999999999999,0.7777999999999999,0,1.0
22269,219,0,6.0,3,1.0,0.6816,0.5556,0,0.3333
22283,199,0,9.0,1,1.0,0.7131,0.5,1,0.6
22328,177,1,36.0,0,2.0,0.1841,0.6829,2,0.2727
22409,300,0,6.0,0,0.0,0.5591999999999999,0.5,0,0.25
22522,240,0,5.0,4,0.0,0.6599999999999999,0.2727,0,0.3333
22752,212,1,10.0,2,1.0,0.7589999999999999,0.1176,3,0.5
22775,218,0,5.0,0,1.0,0.8158,0.6,0,0.3333
22792,165,0,4.0,9,0.0,0.0,0.0769,0,0.0
22823,47,0,10.0,0,3.0,0.8806999999999999,0.8181999999999999,0,1.25
22852,225,0,20.0,0,1.0,0.6639999999999999,0.5,1,0.8332999999999999
22872,119,0,4.0,1,1.0,0.4278,0.0,2,0.5
22910,199,0,14.0,0,2.0,0.8613,0.5,0,0.5
22962,79,1,16.0,0,1.0,0.0755,0.7777999999999999,0,0.9333
22982,220,0,25.0,16,5.0,0.7902999999999999,0.3095,2,0.2
22998,119,2,8.0,0,5.0,0.871,0.6,0,0.875
23082,42,0,5.0,0,3.0,0.828,1.0,0,0.6
23126,403,0,9.0,0,1.0,0.9788,0.5,0,1.0
23183,175,1,25.0,0,10.0,0.8533999999999999,0.6667,0,0.6470999999999999
23200,271,1,10.0,1,2.0,0.5763999999999999,0.6428999999999999,2,1.1428999999999998
23271,374,2,28.0,0,4.0,0.5271999999999999,0.5938,0,0.7333
23391,103,0,5.0,2,0.0,0.0,0.2222,0,3.0
23423,82,0,4.0,3,2.0,0.8471,0.5,0,1.3333
23519,232,0,18.0,3,4.0,0.6135999999999999,0.2381,3,0.1
23664,248,0,3.0,2,0.0,0.5593999999999999,0.3333,2,0.0
23681,99,0,5.0,0,3.0,0.5654999999999999,1.0,0,0.25
23711,156,1,18.0,0,7.0,0.7019,0.5,0,0.1818
23732,79,0,10.0,0,2.0,0.4355,0.7273,0,0.7142999999999999
23850,309,0,19.0,0,0.0,0.2835,0.6364,0,0.0909
23913,200,0,23.0,0,5.0,0.6133,0.5832999999999999,0,0.1667
24054,342,1,1.0,0,0.0,0.295,0.0,2,0.5
24069,173,1,22.0,0,0.0,0.08109999999999999,0.48,0,0.3
24073,125,2,10.0,3,3.0,0.8492,0.2941,3,1.4286
24119,162,0,17.0,0,5.0,0.5711999999999999,0.8332999999999999,0,0.6428999999999999
24186,198,1,11.0,0,2.0,1.0,0.0,1,0.3333
24229,91,0,5.0,2,3.0,0.986,0.5,0,0.7999999999999999
24240,330,0,14.0,3,1.0,0.5781,0.5294,1,0.375
24251,207,0,2.0,13,0.0,0.3887,0.0588,0,1.0
24253,302,0,7.0,1,1.0,0.06639999999999999,0.875,0,0.4
24260,182,0,4.0,3,3.0,0.8388,0.4286,0,0.2
24275,170,0,7.0,1,2.0,0.1228,0.4,2,0.5
24302,233,3,13.0,5,4.0,0.5958,0.4286,0,0.875
24384,248,0,10.0,0,2.0,0.7730999999999999,0.6667,0,0.7142999999999999
24401,258,0,4.0,5,2.0,1.0320999999999998,0.4444,0,0.0
24422,128,0,3.0,0,0.0,0.3333,0.6667,0,1.0
24459,131,0,14.0,0,6.0,0.8267,0.5333,1,0.5556
24515,73,0,8.0,2,2.0,0.7253999999999999,0.7999999999999999,0,0.1667
24599,126,0,5.0,0,0.0,0.4133,0.4,0,0.0
24613,73,0,7.0,0,1.0,0.3061,0.75,0,0.2
24690,153,0,22.0,0,4.0,0.7978999999999999,0.1667,3,0.25
24724,379,0,2.0,2,0.0,0.0,0.5,0,1.0
24748,441,0,27.0,11,9.0,0.9151,0.3171,1,0.3846
24794,161,0,4.0,2,1.0,0.9156,0.1667,0,1.0
24859,221,0,10.0,0,2.0,0.7716999999999999,0.4167,3,0.5713999999999999
24892,253,0,26.0,1,2.0,0.7306999999999999,0.5357,1,0.6667
24964,550,2,24.0,4,8.0,0.607,0.5938,1,0.2917
25011,171,0,6.0,6,1.0,0.733,0.3077,0,0.25
25097,197,0,13.0,3,2.0,0.16679999999999998,0.4375,2,0.6667
25114,178,0,12.0,1,0.0,0.1051,0.2143,3,0.2
25177,153,0,10.0,2,5.0,0.8186,0.4615,1,0.6667
25205,131,0,12.0,0,0.0,0.0593,0.07139999999999999,0,0.0
25285,147,1,23.0,0,5.0,0.5861,0.5185,3,0.4375
25322,94,0,5.0,0,1.0,0.3383,0.6,1,0.2
25323,328,0,25.0,4,1.0,0.6655,0.5938,2,0.2667
25325,257,0,12.0,0,5.0,0.9035,0.5,3,0.125
25380,91,0,9.0,2,2.0,0.6348999999999999,0.0833,3,0.2
25444,178,0,15.0,1,2.0,0.4483,0.5882,0,0.0
25504,115,0,5.0,2,2.0,0.7807999999999999,0.125,1,1.0
25511,232,0,8.0,2,2.0,0.4892,0.6364,0,0.28569999999999995
25579,150,0,26.0,2,4.0,0.7868999999999999,0.1034,3,0.7999999999999999
25608,128,0,3.0,4,1.0,0.7431,0.1111,0,0.3333
25729,395,0,12.0,3,3.0,1.0739999999999998,0.0667,3,0.25
26036,316,2,24.0,1,9.0,0.9113,0.6452,2,1.3333
26076,129,1,21.0,0,5.0,0.6272,0.7826,0,0.6875
26119,197,0,13.0,4,2.0,0.9504,0.3333,0,0.2
26141,152,0,12.0,2,3.0,0.9079,0.4286,0,1.3333
26232,149,0,9.0,2,0.0,0.2687,0.4615,0,0.2
26242,228,0,19.0,3,11.0,0.9202,0.5909,0,0.0
26290,121,0,8.0,11,8.0,0.8607999999999999,0.2273,0,0.5
26421,303,0,10.0,1,1.0,0.8261,0.2727,0,0.5
26545,357,0,13.0,0,3.0,0.6434,0.6428999999999999,2,0.3333
26587,101,0,20.0,2,5.0,0.9447,0.3448,2,2.8
26605,146,0,8.0,10,1.0,1.123,0.0,0,0.0
26675,127,0,33.0,0,7.0,0.7334999999999999,0.3617,3,0.4231
26689,146,0,6.0,6,1.0,0.565,0.3077,1,0.6
26690,199,0,5.0,4,4.0,0.9506,0.3,3,0.0
26692,70,0,6.0,0,1.0,0.8151999999999999,1.0,0,1.0
26768,115,0,4.0,2,1.0,0.7621,0.3333,2,0.6667
26792,132,1,30.0,0,3.0,0.4785,0.6563,0,0.375
26811,49,0,12.0,0,4.0,0.6442,0.9231,0,0.7273
26817,158,0,31.0,1,5.0,0.5357,0.6563,0,0.5263
26836,244,0,22.0,0,11.0,0.9123,0.7273,3,0.1667
26848,266,0,5.0,0,1.0,0.6341,0.1429,3,0.3333
26869,326,0,8.0,4,2.0,0.9879,0.1176,2,0.5
26924,153,1,9.0,0,3.0,0.8277,0.7,0,0.7142999999999999
26943,26,0,2.0,0,0.0,0.2481,0.3333,0,0.6667
27009,282,0,25.0,3,2.0,0.5817,0.4194,3,0.5
27021,147,0,32.0,1,6.0,0.7726,0.5556,0,0.3077
27093,100,0,5.0,1,2.0,0.8594999999999999,0.5,2,0.5
27210,139,0,10.0,0,3.0,0.7589999999999999,0.5,0,0.7999999999999999
27300,276,1,11.0,1,2.0,0.8363999999999999,0.4286,0,2.0
27311,393,7,14.0,0,9.0,0.9482,0.5237999999999999,0,0.6428999999999999
27331,157,0,21.0,2,5.0,0.7165999999999999,0.3333,3,0.3077
27386,243,0,19.0,1,2.0,0.5339999999999999,0.3333,3,0.0833
27390,363,0,6.0,0,0.0,0.6631999999999999,0.5,0,0.0
27402,121,0,2.0,1,0.0,0.0546,0.6667,0,0.3333
27404,109,0,22.0,0,6.0,0.8526999999999999,0.625,0,0.8999999999999999
27454,275,0,39.0,0,8.0,0.5825999999999999,0.6922999999999999,0,0.1818
27459,156,1,15.0,12,5.0,0.7079,0.3103,0,0.75
27577,59,0,8.0,0,5.0,0.8759999999999999,0.7273,0,0.7142999999999999
27606,83,0,19.0,0,4.0,0.6089,0.8946999999999999,0,0.6875
27729,187,0,18.0,0,4.0,0.8490000000000001,0.5,0,0.25
27816,102,0,12.0,0,0.0,0.2625,0.3333,0,0.3333
27831,132,0,18.0,3,2.0,0.9633,0.3043,2,0.0
27842,313,0,4.0,2,1.0,0.8461,0.0,2,0.0
27865,141,0,33.0,0,2.0,0.199,0.5882,0,0.2667
27999,39,1,9.0,1,2.0,0.7307999999999999,0.75,2,0.7999999999999999
28055,92,0,12.0,0,3.0,0.7597999999999999,0.4167,1,0.28569999999999995
28092,91,1,7.0,2,4.0,0.9382,0.4667,2,0.8999999999999999
28101,39,0,1.0,1,1.0,0.8858999999999999,0.0,0,1.0
28176,211,0,11.0,10,2.0,0.4784,0.2727,0,0.2222
28190,105,0,11.0,5,1.0,0.4562,0.25,3,0.125
28196,552,0,18.0,1,5.0,0.8547999999999999,0.4,2,1.0
28215,138,0,18.0,2,2.0,0.3389,0.05,3,0.0
28229,75,0,10.0,3,2.0,0.7957,0.3333,0,0.4
28377,303,0,10.0,0,1.0,0.6234999999999999,0.5,0,1.0
28383,153,0,12.0,1,3.0,0.8878999999999999,0.5333,1,0.5
28387,84,1,24.0,0,4.0,0.5513999999999999,0.7142999999999999,0,1.0
28449,360,0,28.0,0,14.0,0.737,0.9286,0,0.0833
28471,109,0,9.0,2,2.0,0.8198,0.2727,3,0.6
28513,131,1,7.0,1,0.0,0.6294,0.25,0,0.25
28591,161,0,1.0,4,2.0,0.5536,0.0,2,0.25
28643,21,1,5.0,0,3.0,0.9144,0.8332999999999999,0,1.5
28721,252,0,8.0,0,1.0,0.4268,0.7777999999999999,0,0.1667
28734,215,0,21.0,0,14.0,0.8998999999999999,0.9048,0,0.2667
28814,27,2,6.0,0,5.0,0.7878,0.5,1,0.75
28857,125,0,1.0,4,0.0,0.0,0.2,0,0.5
28885,265,0,21.0,0,3.0,0.5828,0.5651999999999999,1,0.1538
28980,121,3,30.0,0,7.0,0.8370000000000001,0.3947,3,1.0
28989,122,0,4.0,7,0.0,0.4938,0.1538,0,0.0
28993,79,0,17.0,0,5.0,0.3969,0.9444,0,0.5294
29024,230,0,32.0,0,5.0,0.47,0.8234999999999999,0,0.5925999999999999
29049,221,1,23.0,0,7.0,0.8482,0.7917,0,0.3333
29152,119,0,11.0,1,4.0,0.9039,0.4615,1,0.5
29163,301,1,27.0,0,3.0,0.3659,0.5861999999999999,2,0.25
29169,113,0,10.0,6,2.0,0.6803999999999999,0.4375,0,0.6667
29214,53,0,5.0,0,3.0,0.9533,0.7999999999999999,0,0.75
29223,111,0,4.0,1,1.0,0.8948999999999999,0.6,0,1.0
29237,86,1,16.0,0,9.0,0.7729999999999999,0.9412,0,0.3125
29276,189,0,4.0,0,0.0,0.5285,0.3333,2,1.0
29307,137,0,15.0,0,6.0,0.8190000000000001,0.6875,0,0.875
29311,79,0,11.0,0,4.0,0.7303,0.8332999999999999,0,0.0
29397,309,0,2.0,2,1.0,0.6775,0.2,0,0.0
29418,123,0,14.0,0,2.0,0.3469,0.5,0,0.28569999999999995
29514,91,0,8.0,2,0.0,0.6062,0.2727,3,1.5
29547,150,1,7.0,2,1.0,0.965,0.2727,0,1.0
29575,170,1,16.0,0,5.0,0.8149,0.4091,0,0.5
29594,267,0,2.0,2,2.0,0.9616,0.5,0,1.0
29617,169,0,22.0,7,4.0,0.8825999999999999,0.13329999999999995,3,0.2
29620,378,0,17.0,0,1.0,0.2911,0.5499999999999999,0,0.0909
29665,124,1,13.0,0,1.0,0.16299999999999998,0.5789,0,0.6364
29705,182,0,11.0,1,3.0,0.7126999999999999,0.4615,1,0.4286
29839,82,0,5.0,0,1.0,0.5394,0.8332999999999999,0,0.75
29867,149,1,3.0,1,1.0,0.121,0.2,0,0.6667
29873,313,0,5.0,9,1.0,0.9795,0.2,0,1.0
29880,129,0,15.0,0,5.0,0.6194,0.6667,0,0.6364
29890,46,0,14.0,0,4.0,0.7505,0.875,0,0.8999999999999999
29898,164,0,15.0,1,2.0,0.7414999999999999,0.5789,0,0.6667
29917,96,0,15.0,13,6.0,0.7607999999999999,0.3871,0,1.375
29938,108,0,6.0,2,2.0,0.4443,0.6,0,0.4286
30029,147,0,22.0,0,1.0,0.2645,0.7826,0,0.7142999999999999
30090,146,1,6.0,0,1.0,0.8624999999999999,0.7142999999999999,0,0.6
30114,251,0,23.0,2,5.0,0.5330999999999999,0.6667,2,0.2941
30144,162,0,31.0,0,4.0,0.4573,0.5713999999999999,1,0.4615
30279,312,0,27.0,0,4.0,0.4727,0.8888999999999999,0,0.3636
30366,207,0,8.0,6,2.0,0.17939999999999998,0.25,0,0.28569999999999995
30380,109,1,8.0,3,1.0,0.3226,0.2308,2,0.1429
30396,221,1,19.0,0,4.0,0.575,0.8181999999999999,0,0.4
30424,126,2,10.0,7,3.0,0.7483,0.2105,2,0.7999999999999999
30443,73,0,7.0,0,2.0,0.2798,0.75,0,0.6667
30445,393,0,36.0,1,2.0,0.5912999999999999,0.4474,0,0.1818
30532,107,0,28.0,0,10.0,0.8854,0.6206999999999999,0,0.3571
30571,117,0,6.0,5,1.0,0.7742,0.3077,2,0.5
30579,266,0,21.0,2,3.0,0.5187999999999999,0.75,0,0.1818
30606,37,0,4.0,0,0.0,0.2949,0.75,0,0.75
30632,177,0,5.0,9,0.0,0.0871,0.2667,0,1.5
30633,246,0,4.0,15,3.0,0.7684,0.0,3,0.0
30665,167,1,8.0,1,1.0,0.7563,0.3,0,1.0
30790,12,0,1.0,0,1.0,1.0199999999999998,1.0,0,1.0
30856,113,0,36.0,0,12.0,0.6158999999999999,0.6667,2,0.3043
30857,396,0,33.0,0,5.0,0.30439999999999995,0.7878999999999999,0,0.6818
30878,86,1,12.0,0,6.0,0.8543999999999999,0.7857,0,0.5455
30917,282,0,33.0,3,6.0,0.7493,0.439,3,0.3333
30951,247,0,12.0,14,0.0,0.4345,0.1071,1,0.0
31014,46,0,5.0,0,0.0,0.3836,0.7999999999999999,0,1.0
31084,55,0,4.0,0,2.0,0.9485,1.0,0,0.75
31114,286,0,7.0,12,5.0,0.9694,0.2083,0,0.2222
31142,132,1,23.0,0,4.0,0.7104999999999999,0.6154,0,0.5713999999999999
31175,93,0,41.0,0,7.0,0.7246999999999999,0.6585,1,0.4444
31252,124,0,18.0,0,1.0,0.6708999999999999,0.4444,0,1.0
31259,165,0,6.0,1,1.0,0.6184,0.3333,2,0.75
31317,117,0,10.0,4,2.0,0.3537,0.3529,3,0.4286
31343,292,0,12.0,0,4.0,0.9446,0.5,1,0.6667
31362,245,0,14.0,0,1.0,0.5874999999999999,0.3571,2,0.0
31421,235,1,18.0,1,0.0,0.0028,0.381,0,0.6
31530,219,0,12.0,1,1.0,0.9273,0.28569999999999995,0,1.0
31570,135,0,19.0,0,4.0,0.621,0.5237999999999999,3,0.3077
31606,40,0,15.0,0,5.0,0.8166,0.9375,0,1.0
31609,202,0,16.0,5,1.0,0.6234999999999999,0.1739,3,0.28569999999999995
31623,112,0,8.0,1,4.0,0.9373,0.6,0,0.6
31626,215,0,20.0,0,7.0,0.7807999999999999,0.7273,0,0.3636
31635,307,0,18.0,0,4.0,0.5419999999999999,0.6667,3,0.25
31712,339,0,16.0,1,5.0,0.6714,0.5,3,0.3636
31731,315,0,8.0,3,4.0,0.8333999999999999,0.5,0,1.0
31783,237,1,20.0,0,2.0,0.4968,0.6667,2,0.8571
31784,209,0,19.0,0,1.0,0.4228,0.6315999999999999,0,0.4
31948,150,1,18.0,0,5.0,0.8110999999999999,0.5,3,1.0
32011,83,0,12.0,0,3.0,0.8816999999999999,0.5832999999999999,0,0.2
32037,78,0,4.0,1,0.0,0.0,0.4,0,0.0
32110,279,2,26.0,0,8.0,0.8389,0.4375,3,0.2667
32156,129,0,6.0,1,1.0,0.2521,0.5713999999999999,0,0.5
32184,159,0,26.0,0,4.0,0.6624,0.4444,0,0.1818
32264,163,0,3.0,1,1.0,0.6188999999999999,0.75,0,0.5
32266,139,1,22.0,0,7.0,0.8189,0.7999999999999999,0,1.0
