TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,0,0,0,2,0,0,135,11,0,1,4,13,59919,96487,19,0,0,4,5,0.621,0.5238,3,0,1,0.619,0,1,0.3077
0,4,2,1,8,0,11,40,5,0,4,11,11,36173,44298,15,0,0,5,8,0.8166,0.9375,0,0,0,0.6875,2,0,1
0,3,3,0,9,0,3,202,14,0,0,2,7,19331,31003,16,5,1,1,3,0.6235,0.1739,3,1,5,0.3043,4,3,0.2857
0,3,0,0,12,0,12,112,7,0,2,3,5,7551,8056,8,1,0,4,4,0.9373,0.6,0,0,2,0.5,1,0,0.6
0,0,0,0,7,2,9,215,5,0,1,4,11,22342,28614,20,0,0,7,8,0.7808,0.7273,0,0,0,0.5,0,0,0.3636
0,0,0,0,3,1,0,307,11,0,1,3,12,43717,80666,18,0,0,4,7,0.542,0.6667,3,0,0,0.6667,0,0,0.25
0,0,0,0,0,9999,0,339,13,0,0,4,11,20626,30720,16,1,0,5,6,0.6714,0.5,3,1,1,0.6111,1,1,0.3636
0,4,1,0,1,4,3,315,5,0,2,5,5,15958,19149,8,3,0,4,5,0.8334,0.5,0,0,4,0.4167,0,0,1
0,0,0,0,0,15,0,237,2,1,2,6,7,5654,11380,20,0,0,2,4,0.4968,0.6667,2,0,2,0.3333,0,1,0.8571
0,1,1,0,2,5,6,209,9,0,2,2,5,6954,16447,19,0,0,1,1,0.4228,0.6316,0,0,0,0.2632,1,0,0.4
1,0,0,0,7,1,12,150,1,1,4,9,9,43478,53607,18,0,0,5,5,0.8111,0.5,3,1,4,0.4091,1,1,1
0,0,0,0,1,1,0,83,15,0,0,1,5,19988,22671,12,0,0,3,4,0.8817,0.5833,0,0,0,0.4167,0,0,0.2
0,1,0,0,2,2,1,78,78,0,0,0,0,0,0,4,1,0,0,0,0,0.4,0,0,1,0,0,0,0
0,0,0,0,4,1,3,279,2,2,4,4,15,51459,61343,26,0,0,8,10,0.8389,0.4375,3,0,1,0.4688,0,1,0.2667
0,0,0,0,2,2,6,129,10,0,1,2,4,1969,7810,6,1,2,1,1,0.2521,0.5714,0,2,3,0.5714,2,2,0.5
0,0,0,0,1,6,1,159,15,0,0,2,11,43483,65648,26,0,0,4,7,0.6624,0.4444,0,2,2,0.4074,2,2,0.1818
0,1,0,0,0,9999,0,163,6,0,2,2,4,570,921,3,1,1,1,1,0.6189,0.75,0,1,1,1,2,1,0.5
0,1,0,0,3,3,7,139,3,1,6,10,10,45669,55772,22,0,0,7,8,0.8189,0.8,0,0,0,0.4,0,0,1
0,1,0,1,6,0,11,205,4,0,3,7,9,16064,19619,15,0,0,5,6,0.8188,0.75,0,0,0,0.5625,0,0,0.7778
0,0,0,0,2,1,2,235,8,0,1,3,17,55547,63314,25,0,0,9,11,0.8773,0.8077,0,0,0,0.6538,0,0,0.1765
0,1,1,0,2,1,5,112,3,1,1,3,5,10046,11168,10,0,0,3,4,0.8995,0.6154,1,0,0,0.3846,1,0,0.6
1,0,0,0,0,9999,0,190,24,0,0,1,11,11966,16962,22,0,0,5,7,0.7055,0.5652,3,1,5,0.4783,1,5,0.0909
0,0,0,0,6,1,3,93,17,0,0,1,6,8241,10455,10,0,0,3,4,0.7882,0.8,0,0,1,0.6,0,0,0.1667
0,0,0,1,0,9,1,132,6,0,4,4,6,3150,3684,7,7,2,3,3,0.855,0.375,0,2,7,0.375,2,2,0.6667
1,0,0,0,9,1,12,270,13,0,0,2,9,28859,39039,13,1,0,2,4,0.7392,0.375,3,0,4,0.5625,0,2,0.2222
0,3,0,0,1,5,0,75,15,0,0,4,11,76973,89005,17,0,0,5,7,0.8648,0.6471,0,0,0,0.6471,2,0,0.3636
1,0,0,0,0,9999,0,245,27,0,0,0,8,21620,25326,7,2,1,5,5,0.8537,0.3333,2,4,5,0.6667,4,5,0
0,12,5,1,8,1,4,31,31,0,0,0,1,6143,17115,1,1,0,0,0,0.3589,0,0,0,1,0.5,5,0,0
0,1,1,0,0,15,1,144,16,0,0,1,6,13888,18558,14,0,0,2,2,0.7484,0.5714,3,0,3,0.4286,1,3,0.1667
0,0,0,0,6,1,9,110,9,0,3,9,13,43555,59215,30,0,0,6,6,0.7355,0.6,0,0,0,0.4333,0,0,0.6923
0,0,0,0,0,15,0,263,7,0,1,2,8,12449,17670,19,0,0,4,4,0.7045,0.6667,0,0,0,0.381,0,0,0.25
0,9,8,0,3,1,1,144,19,0,0,1,2,0,5922,3,2,1,0,0,0,0.4,0,1,2,0.4,1,1,0.5
0,2,2,0,6,0,18,132,3,1,4,8,12,26231,46673,25,3,1,3,3,0.562,0.5313,0,1,4,0.375,1,1,0.6667
0,5,4,0,7,1,4,114,5,0,4,9,7,18253,24716,16,0,0,3,6,0.7385,0.3182,0,0,2,0.3182,1,0,1.2857
1,0,0,0,1,3,0,24,19,0,0,3,3,5725,5310,1,2,2,3,3,1.0782,0.3333,0,2,2,1,2,2,1
0,0,0,0,2,1,1,292,5,0,8,11,35,77793,271036,41,1,0,2,3,0.287,0.7,2,0,1,0.7,0,1,0.3143
1,0,0,0,2,2,3,72,17,0,0,2,5,31128,40006,4,1,1,3,4,0.7781,0.1667,2,1,2,0.8333,1,2,0.4
0,8,6,1,0,10,1,41,8,0,1,1,2,2195,11169,2,0,0,1,1,0.1965,0.3333,2,0,1,0.6667,2,1,0.5
0,5,2,1,4,1,6,22,3,1,2,3,2,5379,9735,2,0,0,1,1,0.5525,0.6667,0,0,0,0.6667,1,0,1.5
1,1,0,1,1,2,2,101,5,0,1,2,6,18018,29097,6,11,4,3,4,0.6192,0.2105,0,4,11,0.3158,4,4,0.3333
0,1,0,1,5,1,5,302,2,1,2,2,2,2055,3300,2,2,1,1,2,0.6227,0.2,0,1,3,0.4,1,1,1
0,0,0,0,0,9,1,117,9,0,1,4,13,31592,32461,21,0,0,11,12,0.9732,0.6818,0,0,0,0.5909,0,0,0.3077
0,0,0,0,8,1,4,93,2,2,6,7,9,31134,39210,10,0,0,4,4,0.794,0.6923,0,0,0,0.6923,0,0,0.7778
1,3,2,1,5,3,5,107,16,0,0,1,2,167,167,2,3,1,1,1,1,0.3333,0,1,3,0.3333,3,1,0.5
0,3,3,0,8,1,21,161,2,1,2,3,3,17495,21892,8,0,0,2,3,0.7992,0.4444,0,0,0,0.3333,1,0,1
0,2,2,0,1,1,3,176,4,0,2,3,3,5275,7868,10,0,0,1,1,0.6704,0.3636,0,0,1,0.2727,1,0,1
0,0,0,0,0,9999,0,165,11,0,1,1,7,1383,8387,11,0,0,1,1,0.1649,0.6364,0,0,0,0.6364,0,0,0.1429
0,1,0,0,1,3,2,168,11,0,2,2,9,829,5525,13,8,7,1,1,0.15,0.0909,3,9,11,0.4091,10,11,0.2222
0,3,3,0,1,1,1,377,2,2,5,12,20,30502,42453,38,3,0,5,8,0.7185,0.6222,0,3,3,0.4444,6,3,0.6
0,0,0,0,0,8,2,133,8,0,1,1,8,20935,28540,21,2,0,3,4,0.7335,0.2083,3,0,2,0.3333,0,1,0.125
0,0,0,0,1,5,2,193,4,0,2,4,8,15788,26970,20,0,0,2,4,0.5854,0.6,0,0,0,0.4,0,0,0.5
0,0,0,0,0,9999,0,279,4,0,1,3,19,24983,94028,26,0,0,1,1,0.2657,0.7931,0,0,0,0.6552,0,0,0.1579
0,2,1,0,1,3,1,195,3,1,2,11,9,5481,10516,27,2,1,6,6,0.5212,0.5,3,1,5,0.2647,1,1,1.2222
0,5,0,1,4,0,7,75,4,0,5,8,6,27092,30887,12,0,0,3,6,0.8771,0.5,0,0,1,0.375,1,0,1.3333
1,2,2,0,8,1,5,171,42,0,0,0,8,5960,11379,15,4,2,1,3,0.5238,0.15,3,2,8,0.4,4,5,0
0,2,1,0,5,1,8,49,10,0,1,10,18,94889,97763,18,0,0,12,13,0.9706,0.5862,0,0,0,0.6207,1,0,0.5556
0,1,0,1,2,1,1,151,22,0,0,1,3,12765,17570,9,0,0,1,2,0.7265,0.3333,0,0,0,0.3333,0,0,0.3333
0,0,0,0,1,1,4,361,9,0,2,5,13,33389,65728,21,0,0,2,4,0.508,0.6364,0,0,1,0.5909,0,0,0.3846
1,0,0,0,4,1,7,176,4,0,7,17,26,62359,117515,40,0,0,9,9,0.5306,0.6522,2,0,1,0.5652,0,1,0.6538
1,5,4,1,8,1,2,146,4,0,1,2,4,10416,14089,9,5,2,2,3,0.7393,0.375,0,2,7,0.25,3,2,0.5
0,0,0,0,2,1,1,387,17,0,0,3,11,9838,37668,18,0,0,1,3,0.2612,0.6667,0,0,0,0.6111,0,0,0.2727
0,1,1,0,3,2,5,108,7,0,1,2,6,18783,34240,14,0,0,2,3,0.5486,0.7143,0,0,0,0.4286,1,0,0.3333
0,0,0,0,0,9999,0,100,100,0,0,0,1,2023,2520,1,0,0,1,1,0.8028,0,0,1,1,1,1,1,0
0,0,0,0,2,2,1,325,9,0,1,5,15,25669,68648,30,0,0,1,2,0.3739,0.5333,0,0,0,0.5,0,0,0.3333
0,0,0,0,4,1,7,40,3,1,5,7,6,3449,10956,9,0,0,1,1,0.3148,1,0,0,0,0.6667,0,0,1.1667
0,4,1,0,0,9,1,102,4,0,2,4,6,16532,23238,11,1,0,2,3,0.7114,0.75,0,0,1,0.5,0,0,0.6667
0,0,0,0,0,10,0,91,6,0,5,11,6,12398,17603,24,0,0,1,2,0.7043,0.6786,0,0,0,0.2143,0,0,1.8333
0,0,0,0,6,1,1,53,13,0,0,1,11,41911,69757,13,0,0,2,4,0.6008,0.9231,0,0,0,0.8462,0,0,0.0909
0,3,3,0,4,0,4,55,9,0,1,2,2,8053,9193,2,1,1,2,2,0.876,0.6667,0,1,1,0.6667,4,1,1
0,0,0,0,2,0,1,195,12,0,1,4,9,29376,43269,12,0,0,3,3,0.6789,0.3571,3,0,1,0.6429,0,0,0.4444
0,0,0,1,6,0,12,237,5,0,5,10,9,62895,76328,10,11,0,7,8,0.824,0.4762,0,0,11,0.4286,0,0,1.1111
0,0,0,0,3,0,0,218,19,0,0,1,6,8900,40305,10,0,0,0,0,0.2208,0.6364,1,0,0,0.5455,0,0,0.1667
0,6,3,1,4,0,5,126,28,0,0,0,2,11267,26345,5,10,0,1,1,0.4277,0.1875,0,0,10,0.125,2,0,0
1,2,2,0,5,1,1,44,10,0,1,2,2,3584,3000,2,1,1,1,1,1.1947,0.3333,0,1,1,0.6667,1,1,1
0,1,0,1,0,16,0,97,5,0,1,5,10,10053,16490,16,0,0,6,8,0.6096,0.619,0,0,0,0.4762,0,0,0.5
1,0,0,0,6,1,6,285,3,1,1,3,5,10913,20643,10,2,1,2,2,0.5287,0.2,0,1,6,0.3333,1,1,0.6
0,0,0,0,2,1,2,197,3,1,3,4,5,6926,10236,12,0,0,2,3,0.6766,0.25,2,0,3,0.3125,0,1,0.8
0,4,2,1,3,0,6,126,79,0,0,0,1,406,2625,1,1,0,0,0,0.1547,0.5,0,0,1,0.5,1,0,0
0,0,0,0,0,18,1,135,18,0,0,3,9,14979,28531,13,0,0,2,4,0.525,0.8462,0,0,0,0.6923,0,0,0.3333
0,0,0,0,1,6,1,133,27,0,0,0,4,840,1876,6,3,2,1,1,0.4478,0.3,0,3,3,0.4,3,3,0
1,0,0,0,3,1,4,106,24,0,0,1,4,17270,37094,10,3,3,0,1,0.4656,0.2857,2,3,4,0.2857,3,4,0.25
0,1,0,1,1,4,2,184,10,0,1,2,4,4079,4365,19,4,2,2,2,0.9345,0.2083,0,3,4,0.1667,3,3,0.5
0,0,0,0,7,1,5,188,2,1,7,13,15,22611,47309,29,0,0,4,5,0.4779,0.7097,0,0,0,0.4839,0,0,0.8667
0,0,0,0,0,8,3,91,28,0,0,0,7,9755,12281,15,0,0,4,4,0.7943,0.1667,3,0,0,0.3889,0,0,0
0,1,0,0,7,1,4,113,51,0,0,0,3,28079,43701,5,0,0,0,2,0.6425,0.8,0,0,0,0.6,0,0,0
0,3,0,0,4,2,1,268,32,0,0,0,1,127,300,5,4,1,0,0,0.4233,0.1111,0,1,5,0.1111,1,1,0
0,0,0,0,6,2,6,203,5,0,7,10,18,29831,34606,15,3,1,13,15,0.862,0.619,3,2,3,0.8571,2,3,0.5556
0,0,0,0,3,1,21,231,1,1,5,8,16,30961,59518,30,0,0,2,3,0.5202,0.5455,1,0,0,0.4848,0,0,0.5
0,0,0,0,3,2,2,107,2,2,5,8,6,13377,18724,16,0,0,2,2,0.7144,0.6667,0,0,1,0.2857,0,0,1.3333
0,0,0,0,2,1,3,136,9,0,2,5,5,20829,31448,9,1,0,0,2,0.6623,0.8,0,0,1,0.5,0,0,1
0,1,1,0,4,2,8,278,3,1,4,10,21,44186,71425,27,0,0,8,11,0.6186,0.7586,0,0,3,0.7241,0,0,0.4762
0,3,3,0,16,0,16,134,3,1,4,4,6,36595,39564,12,0,0,5,6,0.925,0.375,1,0,0,0.375,1,0,0.6667
0,1,1,0,1,5,0,94,16,0,0,4,16,19244,37657,18,0,0,5,6,0.511,0.8947,0,0,0,0.8421,0,0,0.25
0,2,2,0,1,1,1,234,76,0,0,0,6,1312,3170,9,1,0,1,1,0.4139,0.3636,2,2,6,0.5455,2,3,0
0,3,3,0,2,5,1,193,20,0,0,1,8,31494,30845,22,1,0,6,6,1.021,0.1481,3,2,8,0.2963,5,4,0.125
1,0,0,0,6,1,6,329,1,1,6,10,15,32974,33371,20,2,0,10,11,0.9881,0.5484,2,1,3,0.4839,1,2,0.6667
1,2,1,0,2,2,5,252,11,0,1,1,10,18937,40676,7,7,3,2,5,0.4656,0.0526,3,7,14,0.5263,9,9,0.1
0,0,0,0,2,2,3,452,18,0,0,4,11,34376,54719,23,0,0,7,7,0.6282,0.5217,1,0,1,0.4783,0,0,0.3636
0,0,0,0,1,1,2,310,35,0,0,0,2,1123,12664,2,0,0,0,0,0.0887,0,2,1,3,0.6667,1,2,0
0,8,5,1,3,4,11,94,3,1,6,7,5,14084,15513,7,12,11,3,3,0.9079,0.2381,1,11,12,0.2381,16,11,1.4
0,0,0,0,2,2,1,173,2,1,1,3,4,1789,3000,17,0,0,0,1,0.5963,0.3889,0,0,4,0.2222,0,0,0.75
1,0,0,0,0,9999,0,134,11,0,1,5,8,27710,36667,15,6,1,4,7,0.7557,0.1154,3,4,11,0.3077,4,8,0.625
0,0,0,0,4,1,12,107,2,1,8,13,12,17547,28354,15,1,0,6,8,0.6189,0.6667,0,0,2,0.5714,0,0,1.0833
0,12,4,0,2,1,7,132,4,0,5,6,6,5396,6260,12,3,2,3,3,0.862,0.4,0,2,4,0.4,3,2,1
0,1,0,1,0,11,0,187,28,0,0,0,1,441,572,3,3,0,1,1,0.771,0.1429,0,0,3,0.1429,0,0,0
0,0,0,0,1,1,1,280,14,0,0,5,12,17446,40778,18,0,0,3,4,0.4278,0.5,3,0,3,0.6667,0,2,0.4167
0,0,0,0,3,1,1,211,9,0,2,3,15,28368,45049,26,0,0,8,8,0.6297,0.6667,0,0,0,0.5556,0,0,0.2
0,0,0,0,0,9,5,172,9,0,2,8,8,19458,44484,19,0,0,1,3,0.4374,0.65,0,0,0,0.4,0,0,1
0,1,0,1,8,1,4,190,10,0,2,3,6,19792,21792,15,6,0,2,2,0.9082,0.381,0,0,6,0.2857,0,0,0.5
0,0,0,1,4,1,6,124,30,0,0,0,4,1252,1206,5,7,2,2,2,1.0381,0.2143,2,2,9,0.2857,2,3,0
1,1,1,0,5,1,10,86,3,1,1,2,4,23963,32942,3,1,0,2,2,0.7274,0.1667,3,0,2,0.6667,1,2,0.5
0,0,0,0,5,1,5,289,4,0,3,8,15,51652,86592,30,0,0,6,8,0.5965,0.6129,0,0,0,0.4839,0,0,0.5333
0,2,2,0,1,4,3,187,3,2,4,6,14,49286,60937,29,2,0,7,7,0.8088,0.3939,3,2,5,0.4242,4,5,0.4286
1,0,0,0,8,1,7,163,5,0,2,2,8,13563,16040,15,0,0,3,5,0.8456,0.4667,2,0,4,0.5333,0,1,0.25
0,1,1,0,3,0,3,165,53,0,0,0,10,6811,14591,15,6,3,3,3,0.4668,0.2273,3,6,15,0.4545,6,11,0
0,0,0,0,1,1,1,266,14,0,0,1,8,5284,13506,13,0,0,1,2,0.3912,0.6154,0,0,1,0.6154,0,0,0.125
1,0,0,0,1,5,1,107,7,0,1,1,8,27981,29835,12,0,0,5,6,0.9379,0.3571,3,0,0,0.5714,0,0,0.125
0,0,0,0,2,3,5,238,27,0,0,0,3,4788,20082,15,0,0,1,1,0.2384,0.1176,3,0,3,0.1765,0,0,0
1,7,4,1,6,2,9,140,3,1,2,6,8,14829,21060,15,0,0,6,7,0.7041,0.4118,1,0,1,0.4706,2,0,0.75
1,1,1,0,4,4,2,161,6,0,2,4,18,63800,84422,29,0,0,8,13,0.7557,0.4412,3,0,3,0.5294,0,2,0.2222
0,0,0,0,0,9999,0,185,4,0,3,7,17,25350,81368,28,0,0,1,4,0.3115,0.6129,1,0,0,0.5484,0,0,0.4118
0,8,5,1,0,9999,0,144,4,0,2,3,5,6148,8342,11,1,0,2,3,0.737,0.5,0,0,2,0.4167,4,0,0.6
1,0,0,0,7,0,7,158,17,0,0,3,7,27288,35693,23,2,0,3,5,0.7645,0.1333,3,2,5,0.2333,2,4,0.4286
1,0,0,0,0,9999,0,273,5,0,1,2,16,78533,87254,17,3,0,9,11,0.9001,0.36,3,2,3,0.64,2,2,0.125
0,0,0,0,1,2,0,118,18,0,0,2,4,4701,19600,8,0,0,1,1,0.2398,0.6667,2,0,1,0.4444,0,1,0.5
0,2,0,1,4,1,1,101,14,0,0,2,8,15428,23304,12,0,0,1,3,0.662,0.6429,3,1,4,0.5714,1,3,0.25
0,0,0,0,3,3,0,354,14,0,0,2,5,22268,24851,6,0,0,3,4,0.8961,0.5714,1,0,0,0.7143,0,0,0.4
0,1,0,0,6,1,10,119,15,0,0,5,6,11409,16451,10,0,0,3,5,0.6935,0.3636,3,0,2,0.5455,0,2,0.8333
0,2,1,0,2,2,4,159,4,0,3,6,8,20262,30391,13,1,1,4,4,0.6667,0.4667,0,1,3,0.5333,2,1,0.75
0,1,0,1,3,1,1,126,3,1,2,3,4,1202,1201,7,0,0,3,3,1.0008,0.7143,0,0,0,0.5714,0,0,0.75
0,8,7,1,15,3,11,346,2,1,3,4,3,13116,13567,7,6,1,2,2,0.9668,0.1667,3,1,8,0.1667,7,1,1.3333
0,0,0,0,0,9999,0,158,10,0,3,5,15,22057,91228,27,0,0,2,2,0.2418,0.6786,0,0,0,0.5357,0,0,0.3333
0,0,0,0,0,9999,0,334,22,0,0,1,8,20004,30080,12,0,0,3,3,0.665,0.75,0,0,0,0.6667,0,0,0.125
0,1,1,0,1,5,0,110,1,1,6,8,9,12267,13062,9,0,0,7,8,0.9391,0.9,0,0,0,0.9,1,0,0.8889
0,0,0,0,11,2,5,155,5,0,3,8,14,36461,84775,23,0,0,3,3,0.4301,0.76,0,0,0,0.56,0,0,0.5714
0,1,0,1,4,0,4,286,9,0,2,2,4,1170,10992,6,6,3,1,1,0.1064,0.1429,0,3,6,0.2857,3,3,0.5
0,3,0,1,1,4,7,336,7,0,1,5,6,23311,28357,12,5,3,3,4,0.8221,0.2632,0,4,6,0.3158,4,4,0.8333
0,0,0,0,3,1,2,197,3,1,3,3,10,29908,57464,18,0,0,3,4,0.5205,0.375,3,0,0,0.4167,0,0,0.3
0,0,0,0,1,0,1,175,3,1,1,1,2,417,352,0,2,2,2,2,1.1847,0,0,2,2,0.5,2,2,0.5
0,0,0,0,2,1,1,189,1,2,3,7,21,29379,57054,31,0,0,5,7,0.5149,0.5789,0,0,0,0.5526,0,0,0.3333
0,0,0,0,5,3,3,325,6,0,3,3,4,5141,12129,8,0,0,0,1,0.4239,0.75,0,0,0,0.5,0,0,0.75
0,0,0,0,5,0,5,132,4,0,2,3,13,38832,56758,19,0,0,7,11,0.6842,0.7895,0,0,0,0.6842,0,0,0.2308
0,4,4,0,6,1,4,439,10,0,2,3,3,5654,11842,5,0,0,1,1,0.4775,0.5714,0,0,0,0.4286,4,0,1
0,1,1,0,0,8,2,165,7,0,1,2,7,9183,13345,9,4,2,2,2,0.6881,0.2,0,4,6,0.4667,4,4,0.2857
0,0,0,0,3,4,6,98,4,0,3,4,5,22083,24342,12,0,0,4,4,0.9072,0.6154,0,0,0,0.3846,0,0,0.8
0,0,0,0,0,14,0,118,21,0,0,1,7,34858,62615,8,0,0,1,5,0.5567,0.7,1,0,0,0.7,0,0,0.1429
0,0,0,0,6,0,2,37,9,0,1,1,3,8315,16949,3,0,0,0,1,0.4906,1,0,0,0,1,0,0,0.3333
0,0,0,0,3,1,1,208,16,0,0,1,3,4504,16010,12,1,0,0,0,0.2813,0.1538,2,0,1,0.2308,0,1,0.3333
1,3,2,1,3,5,5,145,1,1,3,5,6,1437,11019,12,12,2,3,3,0.1304,0.24,0,3,14,0.24,5,3,0.8333
0,0,0,0,5,2,3,333,7,0,5,8,12,19429,29131,11,0,0,4,4,0.667,0.9167,0,0,0,1,0,0,0.6667
0,1,1,0,0,23,0,108,4,0,2,3,7,11027,18804,10,0,0,2,2,0.5864,0.5,2,1,2,0.7,1,2,0.4286
0,0,0,0,3,0,15,191,4,0,3,7,12,23715,35259,31,1,0,4,8,0.6726,0.5405,0,0,1,0.3243,0,0,0.5833
0,1,0,0,2,2,0,132,7,0,3,7,8,5368,14153,19,0,0,1,2,0.3793,0.5714,0,0,0,0.381,0,0,0.875
0,6,2,0,5,0,2,109,5,0,4,4,7,21455,27465,6,3,2,3,5,0.7812,0.3333,3,2,4,0.7778,5,2,0.5714
0,1,0,0,6,0,6,163,3,1,1,1,3,16356,16886,16,2,0,2,2,0.9686,0.3,2,0,12,0.15,0,1,0.3333
0,7,2,0,1,2,3,150,7,0,5,5,4,10775,11190,18,1,0,1,1,0.9629,0.5,2,0,3,0.2,6,1,1.25
0,0,0,0,4,0,2,340,16,0,0,2,14,19699,57577,19,0,0,1,2,0.3421,0.8095,2,0,1,0.6667,0,1,0.1429
0,9,6,1,10,0,7,41,4,0,1,2,2,2306,3530,2,0,0,1,1,0.6533,0.3333,0,0,0,0.6667,7,0,1
0,1,1,0,1,2,1,296,2,1,1,3,18,33586,51800,38,1,0,7,8,0.6484,0.4146,3,1,5,0.439,2,1,0.1667
0,0,0,0,0,16,2,218,17,0,0,1,6,5745,24618,12,0,0,0,0,0.2334,0.5833,0,0,0,0.5,0,0,0.1667
0,3,2,0,7,2,6,73,17,0,0,1,2,1453,1611,3,1,1,2,2,0.9019,0.2,0,2,2,0.4,4,2,0.5
1,0,0,0,3,0,0,320,6,0,1,6,6,11040,10035,8,19,15,3,3,1.1001,0.0294,2,19,24,0.1765,19,20,1
1,0,0,0,2,1,2,189,9,0,1,4,14,61279,73460,28,0,0,10,10,0.8342,0.5333,2,0,1,0.4667,0,1,0.2857
0,0,0,0,3,1,1,222,6,0,3,4,8,18590,46316,16,0,0,3,4,0.4014,0.8125,0,0,0,0.5,0,0,0.5
0,0,0,0,3,1,1,60,7,0,1,1,2,300,900,3,1,0,0,1,0.3333,0.4,0,0,1,0.4,0,0,0.5
0,0,0,0,4,1,2,100,10,0,2,4,5,11398,13336,12,0,0,4,4,0.8547,0.4615,0,0,0,0.3846,0,0,0.8
0,0,0,0,4,0,2,210,131,0,0,0,1,3062,5712,1,0,0,0,1,0.5361,0,0,0,0,0.5,0,0,0
1,2,2,0,9,0,7,49,5,0,6,10,11,11611,18579,15,0,0,4,7,0.625,0.875,0,0,0,0.6875,1,0,0.9091
0,0,0,0,2,1,4,127,1,1,1,3,6,42927,59573,5,0,0,1,3,0.7206,0.8333,0,0,0,1,0,0,0.5
0,0,0,0,0,7,2,265,7,0,3,6,11,40977,54341,13,0,0,5,6,0.7541,0.75,2,0,1,0.6875,0,1,0.5455
0,4,1,0,11,0,22,136,2,1,9,10,8,44205,49326,14,2,1,6,7,0.8962,0.5789,2,3,5,0.4211,7,4,1.25
1,3,2,0,8,1,4,290,5,0,1,1,3,10321,11889,7,1,1,1,1,0.8681,0.2222,1,1,6,0.3333,2,1,0.3333
0,1,1,0,2,1,1,252,13,0,0,2,8,23775,61321,20,0,0,1,1,0.3877,0.65,0,0,0,0.4,0,0,0.25
0,1,1,0,0,8,1,94,8,0,2,3,7,25482,31522,15,3,1,3,3,0.8084,0.5556,0,1,5,0.3889,2,1,0.4286
1,0,0,0,3,1,0,170,5,0,1,4,5,2781,21571,14,0,0,2,2,0.1289,0.4375,2,1,2,0.3125,1,2,0.8
1,0,0,0,6,1,7,76,11,0,1,5,5,8611,9326,14,1,0,3,4,0.9233,0.5789,0,0,2,0.2632,0,0,1
0,0,0,0,2,2,2,127,24,0,0,2,7,10609,25824,9,0,0,2,3,0.4108,0.4,3,0,0,0.7,0,0,0.2857
0,0,0,0,4,0,4,139,5,0,3,3,12,25730,47996,22,0,0,2,4,0.5361,0.5833,0,0,0,0.5,0,0,0.25
0,3,3,0,0,7,2,52,7,0,3,8,11,45386,62019,20,0,0,7,7,0.7318,0.68,0,0,0,0.44,0,0,0.7273
0,2,1,1,2,1,1,194,7,0,1,1,4,2985,5524,3,7,2,0,3,0.5404,0.3,0,2,7,0.4,3,2,0.25
0,0,0,0,0,9999,0,306,12,0,1,1,16,28836,73321,21,0,0,4,6,0.3933,0.7619,0,0,0,0.7619,0,0,0.0625
0,0,0,0,2,1,2,213,4,0,1,2,4,28111,35231,17,0,0,2,2,0.7979,0.3889,3,2,3,0.2222,2,2,0.5
0,0,0,0,1,1,0,175,1,1,1,2,19,59530,124674,23,0,0,8,11,0.4775,0.76,0,0,0,0.76,0,0,0.1053
0,3,1,0,1,6,5,123,5,0,1,5,4,20188,35288,7,0,0,0,3,0.5721,0.5556,0,0,1,0.4444,1,0,1.25
1,1,0,0,2,5,2,148,7,0,1,4,6,42142,52945,6,3,1,4,5,0.796,0.5556,0,1,3,0.6667,1,1,0.6667
0,0,0,0,1,2,1,94,1,2,4,8,14,26410,53256,18,0,0,3,5,0.4959,0.7,0,0,0,0.7,0,0,0.5714
0,2,1,1,2,0,3,125,42,0,0,0,3,3137,4137,5,13,3,2,2,0.7583,0,0,5,14,0.1667,6,5,0
0,0,0,0,0,9999,0,228,4,0,1,1,7,1463,2950,17,0,0,2,3,0.4959,0.3,3,1,4,0.35,1,3,0.1429
0,1,0,1,6,1,6,12,5,0,3,3,3,309,311,3,0,0,1,1,0.9936,1,0,0,0,1,0,0,1
0,3,2,0,9,0,11,157,3,1,3,6,7,35470,48794,14,1,1,2,3,0.7269,0.4118,3,1,9,0.4118,4,3,0.8571
0,0,0,0,2,0,4,253,3,1,2,6,14,36358,64857,20,0,0,4,8,0.5606,0.6154,0,0,0,0.5385,0,0,0.4286
0,0,0,0,1,1,1,31,8,0,2,4,7,3938,9091,7,0,0,2,3,0.4332,0.875,0,0,0,0.875,0,0,0.5714
0,0,0,0,0,17,0,143,14,0,0,5,9,34737,38929,19,0,0,5,7,0.8923,0.7273,0,0,0,0.4091,0,0,0.5556
0,2,0,0,5,1,12,12,2,2,10,10,10,62982,70895,8,0,0,9,9,0.8884,0.8,0,0,0,1,2,0,1
0,0,0,0,4,1,1,189,9,0,2,3,10,41529,55430,14,3,1,3,6,0.7492,0.6111,1,1,6,0.5556,1,1,0.3
0,3,3,0,2,0,1,105,2,1,1,2,3,1043,2911,4,0,0,2,2,0.3583,0.4,0,0,0,0.6,3,0,0.6667
