TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,032770,12,5,1,8,1,4,31,31,0,0,0,1,6143,17115,1,1,0,0,0,0.3589,0,0,0,1,0.5,5,0,0
0,032789,1,1,0,0,15,1,144,16,0,0,1,6,13888,18558,14,0,0,2,2,0.7484,0.5713999999999999,3,0,3,0.4286,1,3,0.1667
0,032822,0,0,0,6,1,9,110,9,0,3,9,13,43555,59215,30,0,0,6,6,0.7354999999999999,0.6,0,0,0,0.43329999999999996,0,0,0.6922999999999999
0,032882,0,0,0,0,15,0,263,7,0,1,2,8,12449,17670,19,0,0,4,4,0.7044999999999999,0.6667,0,0,0,0.38099999999999995,0,0,0.25
0,032892,9,8,0,3,1,1,144,19,0,0,1,2,0,5922,3,2,1,0,0,0,0.39999999999999997,0,1,2,0.39999999999999997,1,1,0.5
0,032919,2,2,0,6,0,18,132,3,1,4,8,12,26231,46673,25,3,1,3,3,0.5619999999999999,0.5313,0,1,4,0.375,1,1,0.6667
0,032937,5,4,0,7,1,4,114,5,0,4,9,7,18253,24716,16,0,0,3,6,0.7384999999999999,0.3182,0,0,2,0.3182,1,0,1.2856999999999998
1,033041,0,0,0,1,3,0,24,19,0,0,3,3,5725,5310,1,2,2,3,3,1.0781999999999998,0.3333,0,2,2,1,2,2,1
0,033070,0,0,0,2,1,1,292,5,0,8,11,35,77793,271036,41,1,0,2,3,0.287,0.7,2,0,1,0.7,0,1,0.31429999999999997
1,033096,0,0,0,2,2,3,72,17,0,0,2,5,31128,40006,4,1,1,3,4,0.7780999999999999,0.1667,2,1,2,0.8332999999999999,1,2,0.39999999999999997
0,033138,8,6,1,0,10,1,41,8,0,1,1,2,2195,11169,2,0,0,1,1,0.19649999999999998,0.3333,2,0,1,0.6667,2,1,0.5
0,033157,5,2,1,4,1,6,22,3,1,2,3,2,5379,9735,2,0,0,1,1,0.5525,0.6667,0,0,0,0.6667,1,0,1.5
1,033196,1,0,1,1,2,2,101,5,0,1,2,6,18018,29097,6,11,4,3,4,0.6192,0.2105,0,4,11,0.31579999999999997,4,4,0.3333
0,033198,1,0,1,5,1,5,302,2,1,2,2,2,2055,3300,2,2,1,1,2,0.6226999999999999,0.19999999999999998,0,1,3,0.39999999999999997,1,1,1
0,033334,0,0,0,0,9,1,117,9,0,1,4,13,31592,32461,21,0,0,11,12,0.9732,0.6818,0,0,0,0.5909,0,0,0.3077
0,033351,0,0,0,8,1,4,93,2,2,6,7,9,31134,39210,10,0,0,4,4,0.7939999999999999,0.6922999999999999,0,0,0,0.6922999999999999,0,0,0.7777999999999999
1,033359,3,2,1,5,3,5,107,16,0,0,1,2,167,167,2,3,1,1,1,1,0.3333,0,1,3,0.3333,3,1,0.5
0,033367,3,3,0,8,1,21,161,2,1,2,3,3,17495,21892,8,0,0,2,3,0.7991999999999999,0.44439999999999996,0,0,0,0.3333,1,0,1
0,033391,2,2,0,1,1,3,176,4,0,2,3,3,5275,7868,10,0,0,1,1,0.6704,0.3636,0,0,1,0.2727,1,0,1
0,033405,0,0,0,0,,0,165,11,0,1,1,7,1383,8387,11,0,0,1,1,0.1649,0.6364,0,0,0,0.6364,0,0,0.1429
0,033418,1,0,0,1,3,2,168,11,0,2,2,9,829,5525,13,8,7,1,1,0.15,0.0909,3,9,11,0.40909999999999996,10,11,0.22219999999999998
0,033454,0,0,0,3,1,4,218,12,0,1,1,2,0,300,3,0,0,,,0,1,0,0,0,0.6667,0,0,0.5
0,033519,3,3,0,1,1,1,377,2,2,5,12,20,30502,42453,38,3,0,5,8,0.7184999999999999,0.6222,0,3,3,0.44439999999999996,6,3,0.6
0,033524,0,0,0,0,8,2,133,8,0,1,1,8,20935,28540,21,2,0,3,4,0.7334999999999999,0.20829999999999999,3,0,2,0.3333,0,1,0.125
0,033533,0,0,0,1,5,2,193,4,0,2,4,8,15788,26970,20,0,0,2,4,0.5853999999999999,0.6,0,0,0,0.39999999999999997,0,0,0.5
0,033536,0,0,0,0,,0,279,4,0,1,3,19,24983,94028,26,0,0,1,1,0.2657,0.7930999999999999,0,0,0,0.6551999999999999,0,0,0.15789999999999998
0,033554,2,1,0,1,3,1,195,3,1,2,11,9,5481,10516,27,2,1,6,6,0.5212,0.5,3,1,5,0.2647,1,1,1.2222
0,033587,5,0,1,4,0,7,75,4,0,5,8,6,27092,30887,12,0,0,3,6,0.8771,0.5,0,0,1,0.375,1,0,1.3333
1,033713,2,2,0,8,1,5,171,42,0,0,0,8,5960,11379,15,4,2,1,3,0.5237999999999999,0.15,3,2,8,0.39999999999999997,4,5,0
0,033748,2,1,0,5,1,8,49,10,0,1,10,18,94889,97763,18,0,0,12,13,0.9705999999999999,0.5861999999999999,0,0,0,0.6206999999999999,1,0,0.5556
0,033758,1,0,1,2,1,1,151,22,0,0,1,3,12765,17570,9,0,0,1,2,0.7264999999999999,0.3333,0,0,0,0.3333,0,0,0.3333
0,033826,0,0,0,1,1,4,361,9,0,2,5,13,33389,65728,21,0,0,2,4,0.5079999999999999,0.6364,0,0,1,0.5909,0,0,0.3846
1,033828,0,0,0,4,1,7,176,4,0,7,17,26,62359,117515,40,0,0,9,9,0.5306,0.6521999999999999,2,0,1,0.5651999999999999,0,1,0.6537999999999999
1,033845,5,4,1,8,1,2,146,4,0,1,2,4,10416,14089,9,5,2,2,3,0.7393,0.375,0,2,7,0.25,3,2,0.5
0,033950,0,0,0,2,1,1,387,17,0,0,3,11,9838,37668,18,0,0,1,3,0.2612,0.6667,0,0,0,0.6111,0,0,0.2727
0,033965,2,1,0,2,0,0,115,6,0,1,4,2,0,0,17,0,0,,,0,0.2778,2,2,4,0.11109999999999999,3,3,2
0,033985,1,1,0,3,2,5,108,7,0,1,2,6,18783,34240,14,0,0,2,3,0.5486,0.7142999999999999,0,0,0,0.4286,1,0,0.3333
0,033996,0,0,0,0,,0,100,100,0,0,0,1,2023,2520,1,0,0,1,1,0.8028,0,0,1,1,1,1,1,0
0,034030,0,0,0,2,2,1,325,9,0,1,5,15,25669,68648,30,0,0,1,2,0.37389999999999995,0.5333,0,0,0,0.5,0,0,0.3333
0,034035,0,0,0,4,1,7,40,3,1,5,7,6,3449,10956,9,0,0,1,1,0.31479999999999997,1,0,0,0,0.6667,0,0,1.1666999999999998
0,034041,4,1,0,0,9,1,102,4,0,2,4,6,16532,23238,11,1,0,2,3,0.7113999999999999,0.75,0,0,1,0.5,0,0,0.6667
0,034058,0,0,0,0,10,0,91,6,0,5,11,6,12398,17603,24,0,0,1,2,0.7042999999999999,0.6786,0,0,0,0.2143,0,0,1.8333
0,034106,0,0,0,6,1,1,53,13,0,0,1,11,41911,69757,13,0,0,2,4,0.6007999999999999,0.9230999999999999,0,0,0,0.8462,0,0,0.0909
0,034107,3,3,0,4,0,4,55,9,0,1,2,2,8053,9193,2,1,1,2,2,0.8759999999999999,0.6667,0,1,1,0.6667,4,1,1
0,034124,0,0,0,2,0,1,195,12,0,1,4,9,29376,43269,12,0,0,3,3,0.6789,0.3571,3,0,1,0.6428999999999999,0,0,0.44439999999999996
0,034142,0,0,1,6,0,12,237,5,0,5,10,9,62895,76328,10,11,0,7,8,0.824,0.47619999999999996,0,0,11,0.4286,0,0,1.1111
0,034168,0,0,0,3,0,0,218,19,0,0,1,6,8900,40305,10,0,0,0,0,0.2208,0.6364,1,0,0,0.5455,0,0,0.1667
0,034274,6,3,1,4,0,5,126,28,0,0,0,2,11267,26345,5,10,0,1,1,0.42769999999999997,0.1875,0,0,10,0.125,2,0,0
1,034289,2,2,0,5,1,1,44,10,0,1,2,2,3584,3000,2,1,1,1,1,1.1946999999999999,0.3333,0,1,1,0.6667,1,1,1
0,034316,1,0,1,0,16,0,97,5,0,1,5,10,10053,16490,16,0,0,6,8,0.6095999999999999,0.619,0,0,0,0.47619999999999996,0,0,0.5
1,034343,0,0,0,6,1,6,285,3,1,1,3,5,10913,20643,10,2,1,2,2,0.5287,0.19999999999999998,0,1,6,0.3333,1,1,0.6
0,034371,0,0,0,2,1,2,197,3,1,3,4,5,6926,10236,12,0,0,2,3,0.6766,0.25,2,0,3,0.3125,0,1,0.7999999999999999
0,034373,4,2,1,3,0,6,126,79,0,0,0,1,406,2625,1,1,0,0,0,0.15469999999999998,0.5,0,0,1,0.5,1,0,0
0,034380,0,0,0,1,4,1,20,20,0,0,1,0,,,1,0,0,,,,1,0,0,0,0,0,0,0
0,034396,0,0,0,0,18,1,135,18,0,0,3,9,14979,28531,13,0,0,2,4,0.5249999999999999,0.8462,0,0,0,0.6922999999999999,0,0,0.3333
0,034484,0,0,0,1,6,1,133,27,0,0,0,4,840,1876,6,3,2,1,1,0.4478,0.3,0,3,3,0.39999999999999997,3,3,0
1,034499,0,0,0,3,1,4,106,24,0,0,1,4,17270,37094,10,3,3,0,1,0.46559999999999996,0.28569999999999995,2,3,4,0.28569999999999995,3,4,0.25
0,034524,1,0,1,1,4,2,184,10,0,1,2,4,4079,4365,19,4,2,2,2,0.9345,0.20829999999999999,0,3,4,0.1667,3,3,0.5
0,034545,0,0,0,7,1,5,188,2,1,7,13,15,22611,47309,29,0,0,4,5,0.4779,0.7097,0,0,0,0.4839,0,0,0.8666999999999999
0,034618,0,0,0,0,8,3,91,28,0,0,0,7,9755,12281,15,0,0,4,4,0.7942999999999999,0.1667,3,0,0,0.38889999999999997,0,0,0
0,034653,1,0,0,7,1,4,113,51,0,0,0,3,28079,43701,5,0,0,0,2,0.6425,0.7999999999999999,0,0,0,0.6,0,0,0
0,034662,3,0,0,4,2,1,268,32,0,0,0,1,127,300,5,4,1,0,0,0.42329999999999995,0.11109999999999999,0,1,5,0.11109999999999999,1,1,0
0,034669,0,0,0,6,2,6,203,5,0,7,10,18,29831,34606,15,3,1,13,15,0.862,0.619,3,2,3,0.8571,2,3,0.5556
0,034753,0,0,0,3,1,21,231,1,1,5,8,16,30961,59518,30,0,0,2,3,0.5202,0.5455,1,0,0,0.48479999999999995,0,0,0.5
0,034828,0,0,0,3,2,2,107,2,2,5,8,6,13377,18724,16,0,0,2,2,0.7143999999999999,0.6667,0,0,1,0.28569999999999995,0,0,1.3333
0,034973,0,0,0,2,1,3,136,9,0,2,5,5,20829,31448,9,1,0,0,2,0.6623,0.7999999999999999,0,0,1,0.5,0,0,1
0,035028,1,1,0,4,2,8,278,3,1,4,10,21,44186,71425,27,0,0,8,11,0.6185999999999999,0.7585999999999999,0,0,3,0.7241,0,0,0.47619999999999996
0,035075,3,3,0,16,0,16,134,3,1,4,4,6,36595,39564,12,0,0,5,6,0.9249999999999999,0.375,1,0,0,0.375,1,0,0.6667
0,035139,1,1,0,1,5,0,94,16,0,0,4,16,19244,37657,18,0,0,5,6,0.5109999999999999,0.8946999999999999,0,0,0,0.8421,0,0,0.25
0,035193,2,2,0,1,1,1,234,76,0,0,0,6,1312,3170,9,1,0,1,1,0.4139,0.3636,2,2,6,0.5455,2,3,0
0,035241,3,3,0,2,5,1,193,20,0,0,1,8,31494,30845,22,1,0,6,6,1.021,0.14809999999999998,3,2,8,0.29629999999999995,5,4,0.125
1,035314,0,0,0,6,1,6,329,1,1,6,10,15,32974,33371,20,2,0,10,11,0.9881,0.5484,2,1,3,0.4839,1,2,0.6667
1,035365,2,1,0,2,2,5,252,11,0,1,1,10,18937,40676,7,7,3,2,5,0.46559999999999996,0.052599999999999994,3,7,14,0.5263,9,9,0.09999999999999999
0,035369,0,0,0,2,2,3,452,18,0,0,4,11,34376,54719,23,0,0,7,7,0.6282,0.5216999999999999,1,0,1,0.47829999999999995,0,0,0.3636
0,035446,0,0,0,1,1,2,310,35,0,0,0,2,1123,12664,2,0,0,0,0,0.08869999999999999,0,2,1,3,0.6667,1,2,0
0,035450,8,5,1,3,4,11,94,3,1,6,7,5,14084,15513,7,12,11,3,3,0.9078999999999999,0.23809999999999998,1,11,12,0.23809999999999998,16,11,1.4
0,035481,0,0,0,2,2,1,173,2,1,1,3,4,1789,3000,17,0,0,0,1,0.5962999999999999,0.38889999999999997,0,0,4,0.22219999999999998,0,0,0.75
1,035524,0,0,0,0,,0,134,11,0,1,5,8,27710,36667,15,6,1,4,7,0.7556999999999999,0.11539999999999999,3,4,11,0.3077,4,8,0.625
0,035537,0,0,0,4,1,12,107,2,1,8,13,12,17547,28354,15,1,0,6,8,0.6188999999999999,0.6667,0,0,2,0.5713999999999999,0,0,1.0833
0,035562,12,4,0,2,1,7,132,4,0,5,6,6,5396,6260,12,3,2,3,3,0.862,0.39999999999999997,0,2,4,0.39999999999999997,3,2,1
0,035650,1,0,1,0,11,0,187,28,0,0,0,1,441,572,3,3,0,1,1,0.7709999999999999,0.1429,0,0,3,0.1429,0,0,0
0,035794,0,0,0,1,1,1,280,14,0,0,5,12,17446,40778,18,0,0,3,4,0.42779999999999996,0.5,3,0,3,0.6667,0,2,0.41669999999999996
0,035813,0,0,0,3,1,1,211,9,0,2,3,15,28368,45049,26,0,0,8,8,0.6296999999999999,0.6667,0,0,0,0.5556,0,0,0.19999999999999998
0,035854,0,0,0,0,9,5,172,9,0,2,8,8,19458,44484,19,0,0,1,3,0.43739999999999996,0.6499999999999999,0,0,0,0.39999999999999997,0,0,1
0,035891,1,0,1,8,1,4,190,10,0,2,3,6,19792,21792,15,6,0,2,2,0.9081999999999999,0.38099999999999995,0,0,6,0.28569999999999995,0,0,0.5
0,035941,0,0,1,4,1,6,124,30,0,0,0,4,1252,1206,5,7,2,2,2,1.0380999999999998,0.2143,2,2,9,0.28569999999999995,2,3,0
1,035981,1,1,0,5,1,10,86,3,1,1,2,4,23963,32942,3,1,0,2,2,0.7273999999999999,0.1667,3,0,2,0.6667,1,2,0.5
0,036365,0,0,0,5,1,5,289,4,0,3,8,15,51652,86592,30,0,0,6,8,0.5964999999999999,0.6128999999999999,0,0,0,0.4839,0,0,0.5333
0,036375,2,2,0,1,4,3,187,3,2,4,6,14,49286,60937,29,2,0,7,7,0.8088,0.3939,3,2,5,0.42419999999999997,4,5,0.4286
1,036495,0,0,0,8,1,7,163,5,0,2,2,8,13563,16040,15,0,0,3,5,0.8455999999999999,0.46669999999999995,2,0,4,0.5333,0,1,0.25
0,036497,1,1,0,3,0,3,165,53,0,0,0,10,6811,14591,15,6,3,3,3,0.4668,0.22729999999999997,3,6,15,0.45449999999999996,6,11,0
0,036511,0,0,0,1,1,1,266,14,0,0,1,8,5284,13506,13,0,0,1,2,0.3912,0.6154,0,0,1,0.6154,0,0,0.125
1,036517,0,0,0,1,5,1,107,7,0,1,1,8,27981,29835,12,0,0,5,6,0.9379,0.3571,3,0,0,0.5713999999999999,0,0,0.125
0,036542,0,0,0,2,3,5,238,27,0,0,0,3,4788,20082,15,0,0,1,1,0.23839999999999997,0.1176,3,0,3,0.1765,0,0,0
1,036611,7,4,1,6,2,9,140,3,1,2,6,8,14829,21060,15,0,0,6,7,0.7041,0.4118,1,0,1,0.47059999999999996,2,0,0.75
1,036619,1,1,0,4,4,2,161,6,0,2,4,18,63800,84422,29,0,0,8,13,0.7556999999999999,0.4412,3,0,3,0.5294,0,2,0.22219999999999998
0,036656,0,0,0,0,,0,185,4,0,3,7,17,25350,81368,28,0,0,1,4,0.3115,0.6128999999999999,1,0,0,0.5484,0,0,0.4118
0,036660,8,5,1,0,,0,144,4,0,2,3,5,6148,8342,11,1,0,2,3,0.737,0.5,0,0,2,0.41669999999999996,4,0,0.6
1,036785,0,0,0,7,0,7,158,17,0,0,3,7,27288,35693,23,2,0,3,5,0.7645,0.13329999999999997,3,2,5,0.23329999999999998,2,4,0.4286
1,036788,0,0,0,0,,0,273,5,0,1,2,16,78533,87254,17,3,0,9,11,0.9000999999999999,0.36,3,2,3,0.6399999999999999,2,2,0.125
0,036826,5,2,1,2,3,4,149,4,0,1,2,4,0,1509,16,6,3,,,0,0.39999999999999997,3,4,9,0.15999999999999998,7,5,0.5
0,036851,0,0,0,1,2,0,118,18,0,0,2,4,4701,19600,8,0,0,1,1,0.23979999999999999,0.6667,2,0,1,0.44439999999999996,0,1,0.5
0,036974,2,0,1,4,1,1,101,14,0,0,2,8,15428,23304,12,0,0,1,3,0.6619999999999999,0.6428999999999999,3,1,4,0.5713999999999999,1,3,0.25
0,036978,0,0,0,3,3,0,354,14,0,0,2,5,22268,24851,6,0,0,3,4,0.8960999999999999,0.5713999999999999,1,0,0,0.7142999999999999,0,0,0.39999999999999997
0,037091,1,0,0,6,1,10,119,15,0,0,5,6,11409,16451,10,0,0,3,5,0.6934999999999999,0.3636,3,0,2,0.5455,0,2,0.8332999999999999
0,037118,2,1,0,2,2,4,159,4,0,3,6,8,20262,30391,13,1,1,4,4,0.6667,0.46669999999999995,0,1,3,0.5333,2,1,0.75
0,037194,1,0,1,3,1,1,126,3,1,2,3,4,1202,1201,7,0,0,3,3,1.0008,0.7142999999999999,0,0,0,0.5713999999999999,0,0,0.75
0,037199,8,7,1,15,3,11,346,2,1,3,4,3,13116,13567,7,6,1,2,2,0.9668,0.1667,3,1,8,0.1667,7,1,1.3333
0,037252,0,0,0,0,,0,158,10,0,3,5,15,22057,91228,27,0,0,2,2,0.2418,0.6786,0,0,0,0.5357,0,0,0.3333
0,037343,0,0,0,0,,0,334,22,0,0,1,8,20004,30080,12,0,0,3,3,0.6649999999999999,0.75,0,0,0,0.6667,0,0,0.125
0,037472,1,1,0,1,5,0,110,1,1,6,8,9,12267,13062,9,0,0,7,8,0.9390999999999999,0.8999999999999999,0,0,0,0.8999999999999999,1,0,0.8888999999999999
0,037507,0,0,0,11,2,5,155,5,0,3,8,14,36461,84775,23,0,0,3,3,0.4301,0.7599999999999999,0,0,0,0.5599999999999999,0,0,0.5713999999999999
0,037520,1,0,1,4,0,4,286,9,0,2,2,4,1170,10992,6,6,3,1,1,0.1064,0.1429,0,3,6,0.28569999999999995,3,3,0.5
0,037532,3,0,1,1,4,7,336,7,0,1,5,6,23311,28357,12,5,3,3,4,0.8220999999999999,0.2632,0,4,6,0.31579999999999997,4,4,0.8332999999999999
0,037547,0,0,0,3,1,2,197,3,1,3,3,10,29908,57464,18,0,0,3,4,0.5205,0.375,3,0,0,0.41669999999999996,0,0,0.3
0,037569,0,0,0,1,0,1,175,3,1,1,1,2,417,352,0,2,2,2,2,1.1846999999999999,0,0,2,2,0.5,2,2,0.5
0,037816,0,0,0,2,1,1,189,1,2,3,7,21,29379,57054,31,0,0,5,7,0.5148999999999999,0.5789,0,0,0,0.5526,0,0,0.3333
0,037838,0,0,0,5,3,3,325,6,0,3,3,4,5141,12129,8,0,0,0,1,0.4239,0.75,0,0,0,0.5,0,0,0.75
0,037852,0,0,0,5,0,5,132,4,0,2,3,13,38832,56758,19,0,0,7,11,0.6841999999999999,0.7895,0,0,0,0.6841999999999999,0,0,0.23079999999999998
0,037911,4,4,0,6,1,4,439,10,0,2,3,3,5654,11842,5,0,0,1,1,0.4775,0.5713999999999999,0,0,0,0.4286,4,0,1
0,037946,1,1,0,0,8,2,165,7,0,1,2,7,9183,13345,9,4,2,2,2,0.6880999999999999,0.19999999999999998,0,4,6,0.46669999999999995,4,4,0.28569999999999995
0,037985,0,0,0,3,4,6,98,4,0,3,4,5,22083,24342,12,0,0,4,4,0.9071999999999999,0.6154,0,0,0,0.3846,0,0,0.7999999999999999
0,038022,0,0,0,0,14,0,118,21,0,0,1,7,34858,62615,8,0,0,1,5,0.5567,0.7,1,0,0,0.7,0,0,0.1429
0,038039,0,0,0,6,0,2,37,9,0,1,1,3,8315,16949,3,0,0,0,1,0.4906,1,0,0,0,1,0,0,0.3333
0,038064,0,0,0,3,1,1,208,16,0,0,1,3,4504,16010,12,1,0,0,0,0.2813,0.1538,2,0,1,0.23079999999999998,0,1,0.3333
1,038252,3,2,1,3,5,5,145,1,1,3,5,6,1437,11019,12,12,2,3,3,0.1304,0.24,0,3,14,0.24,5,3,0.8332999999999999
0,038262,0,0,0,5,2,3,333,7,0,5,8,12,19429,29131,11,0,0,4,4,0.6669999999999999,0.9167,0,0,0,1,0,0,0.6667
0,038292,1,1,0,0,23,0,108,4,0,2,3,7,11027,18804,10,0,0,2,2,0.5863999999999999,0.5,2,1,2,0.7,1,2,0.4286
0,038320,0,0,0,3,0,15,191,4,0,3,7,12,23715,35259,31,1,0,4,8,0.6726,0.5405,0,0,1,0.3243,0,0,0.5832999999999999
0,038321,1,0,0,2,2,0,132,7,0,3,7,8,5368,14153,19,0,0,1,2,0.37929999999999997,0.5713999999999999,0,0,0,0.38099999999999995,0,0,0.875
0,038481,6,2,0,5,0,2,109,5,0,4,4,7,21455,27465,6,3,2,3,5,0.7811999999999999,0.3333,3,2,4,0.7777999999999999,5,2,0.5713999999999999
0,038492,1,0,0,6,0,6,163,3,1,1,1,3,16356,16886,16,2,0,2,2,0.9685999999999999,0.3,2,0,12,0.15,0,1,0.3333
0,038493,7,2,0,1,2,3,150,7,0,5,5,4,10775,11190,18,1,0,1,1,0.9629,0.5,2,0,3,0.19999999999999998,6,1,1.25
0,038504,0,0,0,4,0,2,340,16,0,0,2,14,19699,57577,19,0,0,1,2,0.34209999999999996,0.8095,2,0,1,0.6667,0,1,0.1429
0,038628,9,6,1,10,0,7,41,4,0,1,2,2,2306,3530,2,0,0,1,1,0.6533,0.3333,0,0,0,0.6667,7,0,1
0,038880,1,1,0,1,2,1,296,2,1,1,3,18,33586,51800,38,1,0,7,8,0.6484,0.41459999999999997,3,1,5,0.43899999999999995,2,1,0.1667
0,038900,0,0,0,0,16,2,218,17,0,0,1,6,5745,24618,12,0,0,0,0,0.2334,0.5832999999999999,0,0,0,0.5,0,0,0.1667
0,038907,3,2,0,7,2,6,73,17,0,0,1,2,1453,1611,3,1,1,2,2,0.9018999999999999,0.19999999999999998,0,2,2,0.39999999999999997,4,2,0.5
1,038914,0,0,0,3,0,0,320,6,0,1,6,6,11040,10035,8,19,15,3,3,1.1000999999999999,0.0294,2,19,24,0.1765,19,20,1
1,038998,0,0,0,2,1,2,189,9,0,1,4,14,61279,73460,28,0,0,10,10,0.8341999999999999,0.5333,2,0,1,0.46669999999999995,0,1,0.28569999999999995
0,039021,0,0,0,3,1,1,222,6,0,3,4,8,18590,46316,16,0,0,3,4,0.4014,0.8125,0,0,0,0.5,0,0,0.5
0,039057,0,0,0,3,1,1,60,7,0,1,1,2,300,900,3,1,0,0,1,0.3333,0.39999999999999997,0,0,1,0.39999999999999997,0,0,0.5
0,039190,24,20,0,24,0,15,293,61,0,0,0,2,0,79,3,2,1,,,0,0.39999999999999997,0,1,2,0.39999999999999997,10,1,0
0,039200,0,0,0,4,1,2,100,10,0,2,4,5,11398,13336,12,0,0,4,4,0.8546999999999999,0.46149999999999997,0,0,0,0.3846,0,0,0.7999999999999999
0,039224,0,0,0,4,0,2,210,131,0,0,0,1,3062,5712,1,0,0,0,1,0.5360999999999999,0,0,0,0,0.5,0,0,0
1,039331,2,2,0,9,0,7,49,5,0,6,10,11,11611,18579,15,0,0,4,7,0.625,0.875,0,0,0,0.6875,1,0,0.9090999999999999
0,039361,0,0,0,2,1,4,127,1,1,1,3,6,42927,59573,5,0,0,1,3,0.7205999999999999,0.8332999999999999,0,0,0,1,0,0,0.5
0,039389,0,0,0,0,7,2,265,7,0,3,6,11,40977,54341,13,0,0,5,6,0.7541,0.75,2,0,1,0.6875,0,1,0.5455
0,039393,4,1,0,11,0,22,136,2,1,9,10,8,44205,49326,14,2,1,6,7,0.8962,0.5789,2,3,5,0.4211,7,4,1.25
1,039463,3,2,0,8,1,4,290,5,0,1,1,3,10321,11889,7,1,1,1,1,0.8681,0.22219999999999998,1,1,6,0.3333,2,1,0.3333
0,039466,1,1,0,2,1,1,252,13,0,0,2,8,23775,61321,20,0,0,1,1,0.3877,0.6499999999999999,0,0,0,0.39999999999999997,0,0,0.25
0,039481,1,1,0,0,8,1,94,8,0,2,3,7,25482,31522,15,3,1,3,3,0.8083999999999999,0.5556,0,1,5,0.38889999999999997,2,1,0.4286
1,039549,0,0,0,3,1,0,170,5,0,1,4,5,2781,21571,14,0,0,2,2,0.1289,0.4375,2,1,2,0.3125,1,2,0.7999999999999999
1,039559,0,0,0,6,1,7,76,11,0,1,5,5,8611,9326,14,1,0,3,4,0.9232999999999999,0.5789,0,0,2,0.2632,0,0,1
0,039588,0,0,0,2,2,2,127,24,0,0,2,7,10609,25824,9,0,0,2,3,0.4108,0.39999999999999997,3,0,0,0.7,0,0,0.28569999999999995
0,039706,0,0,0,4,0,4,139,5,0,3,3,12,25730,47996,22,0,0,2,4,0.5360999999999999,0.5832999999999999,0,0,0,0.5,0,0,0.25
0,039734,3,3,0,0,7,2,52,7,0,3,8,11,45386,62019,20,0,0,7,7,0.7317999999999999,0.6799999999999999,0,0,0,0.43999999999999995,0,0,0.7273
0,039763,2,1,1,2,1,1,194,7,0,1,1,4,2985,5524,3,7,2,0,3,0.5404,0.3,0,2,7,0.39999999999999997,3,2,0.25
0,039768,0,0,0,0,,0,306,12,0,1,1,16,28836,73321,21,0,0,4,6,0.3933,0.7618999999999999,0,0,0,0.7618999999999999,0,0,0.0625
0,039776,0,0,0,2,1,2,213,4,0,1,2,4,28111,35231,17,0,0,2,2,0.7978999999999999,0.38889999999999997,3,2,3,0.22219999999999998,2,2,0.5
0,039832,0,0,0,1,1,0,175,1,1,1,2,19,59530,124674,23,0,0,8,11,0.4775,0.7599999999999999,0,0,0,0.7599999999999999,0,0,0.10529999999999999
0,039843,3,1,0,1,6,5,123,5,0,1,5,4,20188,35288,7,0,0,0,3,0.5720999999999999,0.5556,0,0,1,0.44439999999999996,1,0,1.25
1,039964,1,0,0,2,5,2,148,7,0,1,4,6,42142,52945,6,3,1,4,5,0.7959999999999999,0.5556,0,1,3,0.6667,1,1,0.6667
0,040001,0,0,0,1,2,1,94,1,2,4,8,14,26410,53256,18,0,0,3,5,0.49589999999999995,0.7,0,0,0,0.7,0,0,0.5713999999999999
0,040034,2,1,1,2,0,3,125,42,0,0,0,3,3137,4137,5,13,3,2,2,0.7583,0,0,5,14,0.1667,6,5,0
0,040068,0,0,0,0,,0,228,4,0,1,1,7,1463,2950,17,0,0,2,3,0.49589999999999995,0.3,3,1,4,0.35,1,3,0.1429
0,040082,1,0,1,6,1,6,12,5,0,3,3,3,309,311,3,0,0,1,1,0.9935999999999999,1,0,0,0,1,0,0,1
0,040083,3,2,0,9,0,11,157,3,1,3,6,7,35470,48794,14,1,1,2,3,0.7269,0.4118,3,1,9,0.4118,4,3,0.8571
0,040125,0,0,0,2,0,4,253,3,1,2,6,14,36358,64857,20,0,0,4,8,0.5606,0.6154,0,0,0,0.5385,0,0,0.4286
0,040130,0,0,0,1,1,1,31,8,0,2,4,7,3938,9091,7,0,0,2,3,0.4332,0.875,0,0,0,0.875,0,0,0.5713999999999999
0,040160,0,0,0,0,17,0,143,14,0,0,5,9,34737,38929,19,0,0,5,7,0.8923,0.7273,0,0,0,0.40909999999999996,0,0,0.5556
0,040196,2,0,0,5,1,12,12,2,2,10,10,10,62982,70895,8,0,0,9,9,0.8884,0.7999999999999999,0,0,0,1,2,0,1
0,040220,0,0,0,4,1,1,189,9,0,2,3,10,41529,55430,14,3,1,3,6,0.7492,0.6111,1,1,6,0.5556,1,1,0.3
0,040256,3,3,0,2,0,1,105,2,1,1,2,3,1043,2911,4,0,0,2,2,0.35829999999999995,0.39999999999999997,0,0,0,0.6,3,0,0.6667
